"","GSM7434220","GSM7434221","GSM7434222","GSM7434223","GSM7434225","GSM7434226","GSM7434227","GSM7434228","GSM8114527","GSM8114528","GSM8114529","GSM8114530","GSM8114531","GSM8114532","GSM8114533","GSM8114534"
"cg15295332",0.0482758620689655,0.0436497501972127,0.0425079702444208,0.0541890853189854,0.0561056105610561,0.0533436412833398,0.0454545454545455,0.0465914664051005,0.0757217226691907,0.0304097311139565,0.0558963871847307,0.0568499534016775,0.0477855477855478,0.0397946084724005,0.0376752336448598,0.0603550295857988
"cg10714960",0.831127056785847,0.855956828559568,0.82813554745511,0.84287084398977,0.830272421181512,0.763769363166954,0.769976108308999,0.819025875190259,0.832210890898595,0.821114369501466,0.819332384116437,0.808408819005298,0.862757428077346,0.869623857335531,0.814494251388709,0.872065101387407
"cg09301200",0.835509138381201,0.704288939051919,0.722438391699092,0.774134790528233,0.750297265160523,0.728952772073922,0.763426240652617,0.688172043010753,0.774261603375527,0.790358744394619,0.828151986183074,0.762690355329949,0.771001150747986,0.726763717805151,0.733595800524934,0.757088846880907
"cg10170504",0.283751010509297,0.33253873659118,0.330238726790451,0.166875784190715,0.208826695371367,0.209797657082002,0.240479548660085,0.360497237569061,0.297435897435897,0.276723276723277,0.218005952380952,0.239089184060721,0.269931662870159,0.217662801070473,0.318045862412762,0.237633365664403
"cg02011981",0.157724454030736,0.151717239079693,0.193404004711425,0.403814713896458,0.22648709315376,0.259063444108761,0.250717914733819,0.113815789473684,0.154509803921569,0.152913261270762,0.152167984728661,0.100842778262133,0.265380249716232,0.238733599543639,0.167783569123852,0.244868035190616
"cg14481208",0.0421199875660553,0.0405703366161987,0.0785419015407741,0.0697171123821302,0.116746253910753,0.14683014354067,0.138199513381995,0.0310739596583682,0.12483660130719,0.0607319485657765,0.0825739259810303,0.0659597030752916,0.0412467338559164,0.0630506132319917,0.0623785121046121,0.0499744158280744
"cg10378348",0.777162629757785,0.80565127498277,0.738508682328907,0.818181818181818,0.770020533880904,0.809633027522936,0.842836257309941,0.771805273833671,0.778877887788779,0.774783445620789,0.835766423357664,0.775528169014085,0.79602510460251,0.770540340488527,0.788461538461538,0.793785310734463
"cg14287796",0.262570652572855,0.344500464375746,0.179566933843761,0.337476099426386,0.225174360677516,0.326900532058797,0.347600176133862,0.0470558311077197,0.233948011552988,0.128468305887661,0.277225866916589,0.210052513128282,0.123988410430612,0.18013856812933,0.237315875613748,0.142594296228151
"cg22424284",0.922491349480969,0.832006369426752,0.944025310294476,0.885913229780396,0.853618421052632,0.86427732079906,0.883646358222629,0.884313725490196,0.861710037174721,0.850320326150262,0.920706655710764,0.872876391329818,0.902812037493833,0.926974664679583,0.868344627299129,0.893203883495146
"cg25694032",0.922008547008547,0.92342202970297,0.940481599273058,0.796991084695394,0.765199637023594,0.803980560055543,0.86861969805895,0.844118933100131,0.853769676884838,0.918066063849419,0.876914759416111,0.847879359095193,0.931339759984261,0.872469312928423,0.858312618803919,0.895716140199048
"cg02207858",0.262626262626263,0.271794871794872,0.272727272727273,0.212018140589569,0.278731836195509,0.185354691075515,0.313333333333333,0.205926695088478,0.269774011299435,0.305597579425113,0.151476251604621,0.213036565977742,0.15600624024961,0.224066390041494,0.325179856115108,0.210995542347697
"cg15972264",0.810713427816478,0.728555917480999,0.843053579895685,0.877136258660508,0.725470763131814,0.802452316076294,0.674639175257732,0.786885245901639,0.866840731070496,0.914343434343434,0.768563998844265,0.89437134502924,0.873812351543943,0.750839865621501,0.851898734177215,0.879646017699115
"cg09759458",0.197614224623002,0.172815107597716,0.174128122681177,0.176610978520286,0.173525179856115,0.193987521270562,0.105491329479769,0.201045104510451,0.175513961337834,0.17974819180284,0.188071065989848,0.179791137454135,0.154622741764081,0.178527456291554,0.177380952380952,0.20192070918493
"cg08300930",0.923835705045278,0.928196672163094,0.944004091025313,0.906745612180165,0.888914078440263,0.928419423486168,0.882121807465619,0.873710691823899,0.914419087136929,0.885082084225553,0.906599552572707,0.916776750330251,0.918625678119349,0.916059154342845,0.92335000806842,0.915468256752017
"cg18870599",0.257974329647986,0.241074670216628,0.22074327886136,0.223231864304104,0.238753262705359,0.242333475966339,0.236687219730942,0.258950340048762,0.219312310707287,0.214994864772338,0.259815242494226,0.24554686199434,0.227419876982842,0.241832963784183,0.257389937106918,0.254161712247325
"cg25404375",0.613445378151261,0.476989247311828,0.358895705521472,0.45075602778913,0.475859069160505,0.46312979646313,0.427699816961562,0.356493853554249,0.437291368621841,0.702374378796245,0.482352941176471,0.510788544527266,0.636114911080711,0.605296881674498,0.638739706408879,0.559471365638767
"cg08994060",0.726908455769033,0.884203697697048,0.762228024369016,0.732130092923517,0.650326151413323,0.704232283464567,0.770864197530864,0.774861878453039,0.764037122969838,0.880942538238942,0.639592340951204,0.868588177821202,0.943227326266196,0.812167623909806,0.734544736322339,0.883538434100232
"cg20682675",0.907858273950911,0.923713778829095,0.773007280194139,0.75234693877551,0.858479378047174,0.775470787059392,0.728552069217137,0.936950345014206,0.887726853275915,0.904769001490313,0.896068928379106,0.919365721997301,0.910551948051948,0.877160405656335,0.901120835252572,0.950938151494093
"cg08719577",0.0438583270535041,0.062997934493951,0.0472696245733788,0.0631287726358149,0.0388535031847134,0.0477340267459138,0.0492719268540467,0.0544620676476209,0.062111801242236,0.075354609929078,0.0662763955676354,0.0586950586950587,0.0714158186038207,0.0547995586612725,0.0635682734780104,0.049617102744097
"cg10396171",0.825678888749844,0.656965595036661,0.710098724804607,0.734335086401202,0.688460964323033,0.77114293434207,0.732843427758682,0.96001859600186,0.744463915883384,0.878443579766537,0.882780612244898,0.802944177233639,0.868867432150313,0.671234207968902,0.826990661713023,0.947393591582975
"cg15583029",0.749797176699659,0.706062461726883,0.727583993152151,0.671754171754172,0.725303951367781,0.728380436622102,0.714051094890511,0.688180112570356,0.725212464589235,0.745711017918414,0.738845925044616,0.684811827956989,0.729566453447051,0.701810797089186,0.711636045494313,0.751296176279974
"cg26215849",0.21343085106383,0.129470672389127,0.203313253012048,0.157706093189964,0.0942587832047986,0.132278936017254,0.163858221963974,0.195679796696315,0.219334719334719,0.163191296464189,0.138256087981147,0.209937888198758,0.205693296602387,0.147989734816082,0.157700810611643,0.196759259259259
"cg27311341",0.78086865240782,0.807829977628635,0.831227729186913,0.912025827280065,0.836069161742175,0.786495582667228,0.768566176470588,0.80143391521197,0.891866913123845,0.885356023287058,0.894430428876383,0.874137015400956,0.871993793638479,0.847290640394089,0.794797086368366,0.843117744610282
"cg00610577",0.866055846422339,0.784255946116607,0.809911966090642,0.829902801600915,0.806471494607088,0.779970972423803,0.725653989887887,0.895415043452203,0.845370664969774,0.910222457627119,0.648041474654378,0.867737617135207,0.845840605002909,0.882781974472519,0.836393596986817,0.882630161579892
"cg03103886",0.272803817008139,0.249388254486134,0.186146603900471,0.30080195731956,0.267732521253648,0.336850133468921,0.342159916926272,0.29682320441989,0.206379760758972,0.178897151676722,0.218980709692784,0.233807266982622,0.109527203611309,0.281236764083016,0.244113459642974,0.251092867043395
"cg09367545",0.0673345759552656,0.169435662877514,0.105647009793707,0.290894600518031,0.124273335527037,0.213224085365854,0.156478058951758,0.016594427244582,0.13795871559633,0.0398315693638329,0.219054625712709,0.13922480620155,0.0454500737825873,0.0809705042816365,0.0782506373798784,0.0404190309908337
"cg02326806",0.843579015127132,0.868582499192767,0.769833249115715,0.828732747804266,0.762126052860877,0.787978468899522,0.733761422573475,0.94059848146494,0.745496535796767,0.911321989528796,0.694305956441879,0.871140939597315,0.893218433870363,0.865231259968102,0.84718187100523,0.834850863422292
"cg12332674",0.926792139496263,0.935691318327974,0.904339250493097,0.85402954512213,0.892104840006432,0.893694791349376,0.849986161084971,0.956626992132338,0.900680272108843,0.884381736233588,0.907782426778243,0.930176077717061,0.943965517241379,0.889260563380282,0.858841698841699,0.918523676880223
"cg10013142",0.195488721804511,0.194653872515422,0.22168840082361,0.260450160771704,0.212618296529968,0.198772064466615,0.248407643312102,0.201973684210526,0.174283973187081,0.184083044982699,0.194479297365119,0.158914728682171,0.207369323050557,0.206680584551148,0.254858411993337,0.228801169590643
"cg14836522",0.848926553672316,0.861945883707542,0.858589793533307,0.867716100524717,0.789761799082704,0.830129085416094,0.756999609324131,0.9268758526603,0.862139534883721,0.857972544878564,0.822553619302949,0.908143774960931,0.905055292259084,0.864901056390418,0.827217352547913,0.765580117397277
"cg13247398",0.818073089700997,0.843085689239535,0.845829823083403,0.717272556036918,0.803625377643505,0.783298826777088,0.753991060025543,0.906805877803558,0.842310549777117,0.854747647562019,0.814735454095929,0.894312722764606,0.903216860787576,0.811609928116099,0.865667499306134,0.889445139758031
"cg11685316",0.0169953295277634,0.0923524150268336,0.0352596927578639,0.0797653028861402,0.137501788524825,0.0270912547528517,0.155689461883408,0.0232082907604729,0.0843709347704888,0.0513617254615244,0.173544465770953,0.208717643558465,0.0210491695444828,0.20420233463035,0.0414330218068536,0.0584323712507074
"cg14371731",0.8499149279126,0.890207118439574,0.733587422582182,0.776361994582121,0.728558989986939,0.680938534041913,0.698489702517162,0.87129266927812,0.691622972808194,0.744065550066273,0.753058103975535,0.799594885428535,0.85840490797546,0.708342652650414,0.783127159255544,0.812697720082906
"cg13873263",0.704483527371811,0.816189624329159,0.748232735182164,0.719886363636364,0.695679596341848,0.660876536611438,0.685454545454545,0.638641043239533,0.73653431825177,0.721900347624565,0.704502561337288,0.730412071967499,0.717423864203694,0.719149963776865,0.709740440971253,0.774035693724813
"cg23731742",0.837316707077705,0.813441483198146,0.845961177207264,0.712816746235769,0.776392234660621,0.844039231938113,0.706723073404985,0.798785536847916,0.858112937812723,0.843457573354481,0.790332705586943,0.80256183745583,0.857186497632503,0.763440860215054,0.814670255720054,0.835294117647059
"cg01213231",0.801032806804374,0.891168091168091,0.831445574966404,0.844843253066788,0.870960400546199,0.865841871254591,0.849765258215962,0.871571474669248,0.843398157625384,0.831001805054152,0.824339086738038,0.884924623115578,0.828779599271403,0.752114377768828,0.789663689910697,0.874581610553259
"cg05793013",0.789163722025913,0.802473206924979,0.748563441528188,0.772071453108897,0.794318181818182,0.766802443991853,0.830183106910809,0.739824094906934,0.805823164204667,0.775981958278519,0.775480769230769,0.747523751768749,0.717213826645822,0.772749958409582,0.782355227361057,0.770602337428828
"cg15341833",0.891380826737027,0.856240774151222,0.863008392511298,0.786580862960228,0.825268251630549,0.808621553884712,0.785768863419293,0.862646566164154,0.808817046289493,0.860930664191966,0.814011240360737,0.887054735013032,0.916463579745464,0.881261829652997,0.773187002367119,0.827055488051843
"cg08043345",0.911825726141079,0.900610004066694,0.901301393527583,0.942984151526865,0.837580628106165,0.84683825865904,0.798948258052399,0.83885926269418,0.881567096967877,0.863823933975241,0.843509423944784,0.870797310278578,0.837034099920698,0.769214045004892,0.813754646840149,0.927030953179126
"cg08959039",0.962216858522094,0.924486641642747,0.955206611570248,0.849492279872027,0.865534855769231,0.90141041753945,0.853081147040879,0.907292954264524,0.928874734607219,0.916747070985527,0.888,0.95320094431329,0.928571428571429,0.891930155733837,0.910512063023141,0.933755083596927
"cg08105396",0.656492027334852,0.572909915748542,0.5,0.717457420924574,0.576573544261192,0.46644697423607,0.602670226969292,0.662757973733583,0.679529103989536,0.653166869671133,0.622866011381273,0.55376095985233,0.716403480502739,0.73956442831216,0.545708955223881,0.681075090052646
"cg08103988",0.0578437310720775,0.0907216494845361,0.0657757360618083,0.0880708294501398,0.121951219512195,0.212070254110613,0.0663983903420523,0.0516351118760757,0.0611769686706181,0.0762149432669664,0.0579768092762895,0.0489861833841737,0.0479567083411084,0.0735714285714286,0.0545103714423541,0.0595419847328244
"cg08899895",0.159243750793047,0.239068710959682,0.247007122291256,0.308641975308642,0.227247451343837,0.245616909716533,0.299699298362847,0.129265578635015,0.200161095449054,0.236794500723589,0.175724637681159,0.192537838789159,0.205896968693059,0.244253348767984,0.235265700483092,0.202613350125945
"cg23781334",0.19938238453276,0.137896541869105,0.253472222222222,0.341498352671537,0.330999719966396,0.487268885367142,0.307986348122867,0.283561979421852,0.165605095541401,0.335761897380251,0.405230557467309,0.369375907111756,0.104674610449129,0.487602265575834,0.537414965986395,0.439104314582196
"cg04430129",0.564907704654896,0.410418936317718,0.503975535168196,0.511598746081505,0.462170013894152,0.560199343073961,0.48792270531401,0.392388825541619,0.414783139890043,0.361237182719785,0.46039886039886,0.354209284028324,0.35555848956958,0.695254833040422,0.559991226146085,0.49943143052081
"cg27170268",0.855681981852225,0.939073611378051,0.906554557615135,0.861859428802917,0.862577473819192,0.824018475750577,0.765837720094391,0.885940730530668,0.914159292035398,0.9112927641538,0.908170155300473,0.897903726708075,0.938842482100239,0.92979020979021,0.887749287749288,0.907933194154488
"cg05272827",0.837167313093487,0.674864446165763,0.934321320309869,0.754824979819476,0.694262890341322,0.708739215140551,0.765660611920713,0.961987809007789,0.828282828282828,0.892926670992862,0.816318601262749,0.858160621761658,0.736,0.665161563425991,0.762859272757393,0.79345899790559
"cg24810735",0.296267795305887,0.300822561692127,0.293333333333333,0.270392068499324,0.209375,0.248971962616822,0.308182107609042,0.341901264789882,0.210945273631841,0.240062967335695,0.250388802488336,0.293395427603726,0.214101461736887,0.261472785485592,0.266771902131018,0.276541095890411
"cg27159677",0.0862006519377037,0.085742444152431,0.0483162518301611,0.0747431810131066,0.0599210620739146,0.0755676042019654,0.0521885521885522,0.104306220095694,0.061820652173913,0.0625,0.044298605414274,0.0808656036446469,0.0531472684085511,0.0682423435419441,0.0554337613529596,0.0573923892701185
"cg16659510",0.89291958041958,0.906280958985536,0.914669652855543,0.844976452119309,0.878975950349108,0.885446009389671,0.880249963668072,0.842871238283177,0.84407399878024,0.920252438324727,0.907127062425583,0.878238811378873,0.871269748390872,0.89832361516035,0.914727335880514,0.882868383404864
"cg10479181",0.654786266484766,0.549870980547836,0.58009651135195,0.530117571267515,0.52267342103113,0.592084761607978,0.609641303572702,0.612057891581742,0.633031479085813,0.535083217244666,0.56692807828943,0.599779112307586,0.536953149239839,0.707294682578914,0.664554258046141,0.592894105768017
"cg16718276",0.123666038920276,0.146321259130959,0.243253033870676,0.221583868424017,0.280344860990022,0.245129224652087,0.311475409836066,0.155528145324064,0.17488276335354,0.0700434833705488,0.0918575884693987,0.180625449317038,0.146442307692308,0.276288995682984,0.236042932024295,0.136285429683963
"cg02770133",0.836484414920797,0.704019488428745,0.794425087108014,0.828395061728395,0.8,0.787373004354136,0.78022759601707,0.713310580204778,0.731244064577398,0.774597495527728,0.803834808259587,0.695652173913043,0.797590361445783,0.806569343065693,0.799835255354201,0.771986970684039
"cg08548489",0.0509937238493724,0.0461450272284322,0.0670653566851773,0.0481448763250883,0.0436334787782626,0.0511482254697286,0.0481927710843374,0.0629477993858751,0.0475594493116396,0.0448933782267116,0.0492104296731546,0.0476363636363636,0.0560616678346181,0.0548128342245989,0.0478980013783597,0.0406804733727811
"cg27365627",0.844448354742214,0.861810391001607,0.900771481777068,0.855006409343398,0.828734427756433,0.846325459317585,0.757909666157539,0.860533255200703,0.894261766602192,0.896574995782014,0.876683937823834,0.893199918317337,0.908871089617652,0.797698688787798,0.850708318198329,0.84917555771096
"cg17915972",0.818977038026971,0.841076487252125,0.835974536096438,0.793069721950538,0.722163628145246,0.799084967320261,0.725224133753332,0.720554602630074,0.86278342455043,0.78456749672346,0.751059517228671,0.900455062571104,0.851909184726522,0.860515021459227,0.849056603773585,0.902979805112272
"cg25885280",0.745195165444819,0.720506329113924,0.706770356816102,0.700197671864705,0.745006967022759,0.724597701149425,0.683496608892238,0.674498286833089,0.703101920236337,0.699449252557042,0.734028334669874,0.639295212765957,0.782584110828386,0.704108779190068,0.722520762090865,0.720243531202435
"cg08887400",0.865592720118052,0.870722433460076,0.761925103232237,0.814896988906498,0.749786019971469,0.72839670300452,0.742674628523816,0.842255892255892,0.804383864431755,0.849525079153474,0.747698807907047,0.877447592720571,0.83378632657328,0.835554786221222,0.772409408773045,0.838919667590028
"cg02963266",0.0749120160884867,0.108306188925081,0.0917827967323402,0.087378640776699,0.062374245472837,0.0684984520123839,0.0555873925501433,0.088871096877502,0.104509973980919,0.0568047337278106,0.0882073980398356,0.0545054945054945,0.0705229793977813,0.0940536338904003,0.0597510373443983,0.0575663564288176
"cg27588646",0.146456020495303,0.0984276729559748,0.257261410788382,0.515687662184477,0.318591795170207,0.149435273675065,0.346685082872928,0.139310855872545,0.115416666666667,0.116139240506329,0.150133254367782,0.130179827990618,0.0631808278867102,0.143760782058654,0.157154026583268,0.117340286831812
"cg19884556",0.16003879728419,0.220657276995305,0.223862238622386,0.171651495448635,0.146209386281588,0.237125748502994,0.138297872340426,0.26013986013986,0.168878166465621,0.127551020408163,0.200859291084855,0.177679882525697,0.178391959798995,0.208706786171575,0.27129750982962,0.257940327237729
"cg20307391",0.288398799425812,0.337833737864078,0.211122116881279,0.403035167080111,0.392105263157895,0.281666411395313,0.449779519843214,0.204312293514171,0.16304347826087,0.267157313707452,0.302189537021561,0.211620926243568,0.143254520166898,0.223987034035656,0.3139146567718,0.272330520803026
"cg21450723",0.612511080157022,0.541393939393939,0.682130112544606,0.562494408159613,0.557513914656772,0.539789567279194,0.520974974685375,0.818724840929749,0.595222482435597,0.758131970260223,0.590728785875399,0.664066942887318,0.824932951077407,0.679490186879349,0.639535765758932,0.679880843263061
"cg05695429",0.720692176456251,0.75574398249453,0.827378640776699,0.694159292035398,0.691327865991973,0.676430414326909,0.651360318513603,0.607689039932031,0.748994060164783,0.75408560311284,0.744467318579516,0.663385248310314,0.681889955058909,0.659245283018868,0.782809003554034,0.787654320987654
"cg20151476",0.171564733915806,0.217761557177616,0.207566999474514,0.161107614852108,0.271660145332588,0.240545567265964,0.280969952556668,0.245454545454545,0.151200519143413,0.189407023603915,0.122886133032694,0.158333333333333,0.115313081215127,0.162034299231224,0.137635636778983,0.11505997334518
"cg27599211",0.231621721462874,0.195452808559419,0.255711318795431,0.166890681003584,0.191417425227568,0.182423435419441,0.195138888888889,0.110843373493976,0.203863898500577,0.178089584457636,0.328518907563025,0.174795516510148,0.183026276049532,0.274731041721333,0.292659212445309,0.262321144674086
"cg00693401",0.0482262926037561,0.0562144212523719,0.0425531914893617,0.0565681961030798,0.0383828045035824,0.047658175842235,0.0415608404525514,0.0526315789473684,0.0367504835589942,0.0543358946212953,0.0428360413589365,0.0420854271356784,0.0451807228915663,0.0489940828402367,0.050834597875569,0.0583312823037165
"cg05211836",0.4860843502462,0.343521091184643,0.345533254624164,0.356735469853341,0.394068490906112,0.497237569060773,0.375524475524476,0.315027458811782,0.448107686305111,0.401814300960512,0.44705318639195,0.394100294985251,0.391646489104116,0.467545304777595,0.346319655117356,0.486627252252252
"cg01252526",0.399251583189407,0.584853700516351,0.591057523235368,0.539449541284404,0.437548487199379,0.471229785633697,0.502530876695687,0.400277008310249,0.631040564373898,0.589648173207037,0.607155963302752,0.566891241578441,0.381573583367305,0.394062420705405,0.473936680524464,0.460450160771704
"cg07815009",0.0886850152905199,0.225115497690046,0.170162381596752,0.151956323930846,0.178005591798695,0.257782632441289,0.19369715603382,0.10364500792393,0.192042224928948,0.177067669172932,0.206340530199508,0.153183520599251,0.149119373776908,0.239332603938731,0.17684545937334,0.159449970743125
"cg26255314",0.873351579995024,0.834366197183099,0.882450882450882,0.823570432357043,0.762953367875648,0.788838612368024,0.830670926517572,0.745664739884393,0.795842956120092,0.791513531573672,0.819240196078431,0.763059064527142,0.82922429344558,0.813256851497769,0.822096317280453,0.84073971846536
"cg26517831",0.802469135802469,0.796387520525452,0.747460087082729,0.791769955379276,0.779342723004695,0.751030017657446,0.696717906107187,0.789761092150171,0.820957095709571,0.791496796738497,0.789518900343643,0.773766546329723,0.80365605958023,0.752387950036738,0.811691961776279,0.765347885402456
"cg18680977",0.022335912153731,0.0373702422145329,0.0515550574390586,0.0299317346402941,0.110706580366775,0.0729741196436148,0.0966432051976178,0.0336095044552134,0.0220731443410517,0.0191009068107274,0.121517843698238,0.0176243803928768,0.0219744178419154,0.0250678588535845,0.0436553184557746,0.0291351934638508
"cg20580578",0.291034616880591,0.18349558523885,0.159819413092551,0.239273722173859,0.212182230052857,0.26320511382752,0.401483263178994,0.0822626136007521,0.0674388193536335,0.224757138651752,0.324036511156187,0.180024234031504,0.0402103834407872,0.12395994923142,0.392722562411682,0.184425661632257
