"","Delta_Beta_Mean"
"cg21792330",-0.0227491947656692
"cg09049978",0.145637913549328
"cg03302009",0.0976810221652635
"cg10661558",0.133197104114535
"cg11363290",-0.0534204455830478
"cg16451155",0.106875723076071
"cg07830828",0.031236620343703
"cg19015997",0.215571480163128
"cg26540635",0.0676027967337102
"cg00527254",0.0589115711561886
"cg21833837",0.0741623622022735
"cg15506264",-0.150090503228694
"cg11412853",-0.156722263312254
"cg15716876",0.085206775643467
"cg01131233",0.0439555120501154
"cg08768517",0.161228013068403
"cg04205195",0.054828917765974
"cg09597470",-0.134371222598224
"cg08103098",-0.0667725847565737
"cg26625211",0.0785768804727395
"cg17970727",-0.0728650217097056
"cg26782150",0.112915847449651
"cg01347573",0.143898997973422
"cg18139238",-0.0580626740056123
"cg18181787",0.0641513975976298
"cg10597379",0.0420194667128042
"cg11553687",0.263323827415447
"cg07735013",-0.156119138517829
"cg24008131",0.233802351126697
"cg10625575",0.0450713914254356
"cg08426200",0.169192753247457
"cg22794983",0.211098344988769
"cg08252165",0.0461277404558837
"cg06651508",0.082392357394488
"cg13489843",0.172362699159402
"cg22743273",0.140985793708325
"cg15078015",0.095157584165832
"cg00788760",-0.201568383008584
"cg17809595",0.0191983480376589
"cg17675840",0.107149438098558
"cg02878578",-0.074866755252173
"cg23689227",-0.0436254010635688
"cg01410494",0.0459025657419162
"cg11516720",0.0339350116685319
"cg14198080",0.105290082510446
"cg16733419",0.0647019070266134
"cg25429446",0.0218968661417602
"cg10880928",0.0740671731122081
"cg15864926",0.113569373181799
"cg10289324",0.0690887404687496
"cg19870801",-0.0370242739427099
"cg12326700",-0.0443166714541022
"cg12965270",0.126937615640037
"cg05358575",-0.0416693954190291
"cg20213830",-0.133800941786547
"cg00371226",-0.145512670871944
"cg23684449",-0.155646896694374
"cg06024642",-0.210550303174491
"cg14208374",0.246260005995779
"cg18128976",0.230978011597218
"cg20821042",0.0604342480342711
"cg20921684",-0.132723198031603
"cg01823925",0.117279209993604
"cg27216173",0.285138169526387
"cg05615459",0.0614740751369154
"cg06714761",-0.0638561985440261
"cg26014813",0.155116502741623
"cg19906777",-0.216158701761011
"cg23862925",-0.2644545650508
"cg14876117",0.139675437510007
"cg24786847",0.055256447587726
"cg02363657",0.0785741357888735
"cg03069731",0.0678065384263663
"cg12516959",0.170598041120204
"cg17091652",-0.119434272298952
"cg21873359",0.0463767549898612
"cg10973967",0.0695033098460938
"cg05593020",-0.094624603573122
"cg12253071",0.0348539956652129
"cg01894905",-0.0846048251718564
"cg25408172",0.178895072592236
"cg24002653",0.0892326057647925
"cg15213057",-0.195116608135501
"cg17876453",0.109154636832101
"cg18809077",0.0789605772935186
"cg15070710",-0.191801801460938
"cg18725681",-0.0302281113952842
"cg05867750",-0.10955497886356
"cg02964211",0.082260412013687
"cg16730084",0.0663698148785671
"cg23467947",0.078136577981494
"cg16682935",0.0563948315573332
"cg12234330",0.0358960544804698
"cg07166190",0.0397669691749793
"cg01418188",0.106761370171231
"cg13227833",-0.154801760023958
"cg20213491",-0.0591353108529768
"cg01175550",0.147508681155179
"cg02459787",0.0374827285632158
"cg04512003",-0.0529572924061917
"cg23255964",0.0817267407276204
"cg27098462",0.100112705220118
"cg15140775",-0.157964114825143
"cg16542345",-0.141988916487851
"cg08375300",-0.0673334215799114
"cg25214531",0.0368160966433525
"cg02114107",-0.101853692620838
"cg18453965",0.232817732838367
"cg02826233",0.0942388964289043
"cg21893448",0.0668681623477981
"cg00963090",0.0675762706838941
"cg21288684",-0.0430489116452171
"cg00169354",0.204625557278893
"cg11501139",0.0804991007402821
"cg22685935",-0.0306103192490519
"cg09205945",-0.0921200505711571
"cg00081439",0.0460494092223197
"cg26117912",0.0295184523009866
"cg13513766",0.0358122301496001
"cg02994066",0.176582391981909
"cg20828084",-0.121365914504359
"cg01623879",-0.0638438575429764
"cg22031032",-0.149581256772205
"cg25971402",0.10291766354122
"cg02234529",0.0448878593392967
"cg21539842",-0.145097206815718
"cg17930583",0.0934062370483914
"cg05382293",-0.225140440549874
"cg10939691",0.0405737919625484
"cg14353539",0.123053479636906
"cg19634247",-0.264802894049579
"cg20708990",0.071030966336499
"cg25094467",0.0882608336500886
"cg16439672",0.173428983842212
"cg05335806",-0.226479388957902
"cg24988451",-0.101833149804395
"cg10469980",-0.0519475789080801
"cg07623795",0.0824365732281306
"cg16153547",-0.0700094375174874
"cg10922823",0.0976426110807742
"cg23318768",-0.124674955552126
"cg24007907",0.0681565934498201
"cg24874173",-0.202585584882935
"cg24778858",0.120621102392131
"cg12891049",-0.0807413458823782
"cg25266170",-0.11671559064587
"cg07079560",0.101543055714552
"cg14186135",0.0788914610597061
"cg10252804",-0.066452538239462
"cg05347757",-0.0597535973566576
"cg06071479",0.0837311568148917
"cg02647381",0.0837043926364599
"cg02575937",0.0369852649893684
"cg10123035",0.0657318071638606
"cg11236296",0.0529938504173975
"cg09660810",0.0466772588940137
"cg00760992",0.116386499173628
"cg02094681",-0.152633663048017
"cg12273426",-0.116184027829411
"cg18065464",0.0937282551317498
"cg00748188",-0.109528744294998
"cg23562117",0.0974255921627808
"cg26348172",0.218305341104188
"cg13464323",-0.0237930295985045
"cg25398315",0.0839768380638673
"cg24873202",0.0544281361321389
"cg10122047",-0.0974495823491585
"cg02927618",0.0584854161984577
"cg16847969",0.186407366320353
"cg00192701",0.0581151629543141
"cg11308991",-0.0891152436807002
"cg16372807",-0.0801889485124242
"cg24918386",0.085120478356595
"cg25436974",0.133839580222701
"cg05773155",0.182368521517987
"cg16173410",0.0866921592842709
"cg02996933",-0.0370104287488184
"cg04939200",0.106250296223543
"cg19248893",0.0468445006027347
"cg12797807",0.0472945839361564
"cg00282529",-0.0338420709061294
"cg01525597",0.0257873962181956
"cg06147863",0.0415805525632011
"cg12595084",-0.0682302805131571
"cg25093471",0.0767369622384455
"cg18349660",0.0349101972246261
"cg26460647",-0.0850969196945659
"cg10896152",0.0359691022932564
"cg00422578",0.0782828583911172
"cg20526365",0.0622931589584574
"cg03511983",0.0633204664213328
"cg15217375",-0.236504687260752
"cg01439078",-0.0608681918150152
"cg17647273",-0.253706130415571
"cg27149629",0.0697926346145081
"cg23088551",0.047153503928662
"cg16177573",0.10066434240085
"cg02606218",-0.087370713309699
"cg16191389",0.0849555969638814
"cg18897992",0.0963753615314384
"cg05300054",0.201913497489056
"cg07986019",-0.26650074342138
"cg19156170",0.0452049450443638
"cg09503707",0.0678631778842489
"cg17583307",0.0532377009753302
"cg10992419",-0.0543705573637956
"cg16115072",0.136055303680705
"cg22491067",0.0294561303158004
"cg26898908",0.0389618287653077
"cg12989557",-0.120053821367968
"cg09904497",-0.030538593196176
"cg01990323",-0.104949589958566
"cg07609535",-0.0474991632474554
"cg13747097",-0.042132871461964
"cg13050802",-0.145852780802645
"cg09044139",0.0471633689939018
"cg04381474",-0.0641480989581242
"cg00947528",0.0438433119621597
"cg08894273",-0.0795605828991992
"cg04267284",-0.101261442384467
"cg12233463",0.0894084840316643
"cg16686175",0.0492678000633407
"cg03495498",-0.0511270100537681
"cg15512736",-0.121616084590882
"cg11592230",-0.0440180397031289
"cg11863058",0.117847454638583
"cg10378904",0.0338681983128211
"cg17654763",0.222957986568453
"cg18502863",-0.100475268604578
"cg25522738",0.0727871548343439
"cg21331947",0.0671290813579328
"cg20809737",0.151470207245627
"cg16936281",-0.0551617713680907
"cg08471158",0.137712455266472
"cg05298702",0.14329631283608
"cg05082708",0.108531838797684
"cg25647277",-0.079871334752263
"cg19490609",0.129984740254244
"cg26053881",-0.124022741811339
"cg22402988",0.145498561011488
"cg07709606",-0.0420610743684238
"cg11132908",0.108085572806102
"cg09922723",-0.103008055060348
"cg14639919",0.127275960431895
"cg09196146",0.0727431844087421
"cg06083340",0.0417754409442411
"cg16181383",0.0685988038865893
"cg02472525",0.0661879877675321
"cg18455776",0.0770574859234468
"cg11820028",0.11821065725454
"cg10474337",-0.0556678673886973
"cg13864660",-0.04780175269047
"cg13963210",-0.183895765087435
"cg10531637",0.0978801418977011
"cg20114455",-0.0607410559095422
"cg08487985",-0.172503563702829
"cg06952173",0.0981855309897236
"cg05529120",0.0679020693321894
"cg10695868",0.0755619430197149
"cg08743514",0.104692361606889
"cg18753994",0.151733034366121
"cg10316474",-0.0721537771297324
"cg04022376",0.0382868603097056
"cg11175627",0.17211997216857
"cg09295016",0.171939765589549
"cg02768790",0.0576032442035192
"cg07412254",-0.0997828678691193
"cg05568454",-0.250402366459358
"cg17407455",0.0476975259629018
"cg17421890",0.0543945480326808
"cg02187962",0.0624608817870848
"cg20325547",0.0771069021061394
"cg09545579",0.134786914322558
"cg19123249",-0.0748347666680204
"cg22774340",-0.119219836145992
"cg24259463",0.22975096951646
"cg12462471",0.0467037130126225
"cg10305974",0.17724749655621
"cg05087193",-0.11765831076797
"cg19205631",-0.0906747235305977
"cg13557947",0.0546434583508241
"cg22325332",0.0615649699712247
"cg20464175",0.106786793157751
"cg16042568",0.0599762475736987
"cg26434964",0.113229047263953
"cg00044372",0.230391463782504
"cg08199653",-0.117942366753401
"cg25442666",0.0534919216439803
"cg18407864",0.0783971663894164
"cg26046904",-0.0578162195504937
"cg16133153",0.0969922937927397
"cg15117081",-0.0228720587636305
"cg04300873",0.072609148831051
"cg00497809",0.0334790444481319
"cg16181505",0.0825170320648718
"cg06745944",-0.041894156993236
"cg19391498",-0.1126458988518
"cg05988805",0.0518235312887343
"cg11259289",0.0907574791171115
"cg04470688",0.0849274539044271
"cg22218316",-0.0250111460361314
"cg20238328",0.146779694157805
"cg01325426",-0.0954824648578172
"cg22367250",-0.192689045875363
"cg02799090",0.074556247853139
"cg21144434",0.0752573390820956
"cg14159747",0.135889096999077
"cg21243658",0.109867660983152
"cg00472908",-0.133127356310898
"cg27565109",0.0992575267251132
"cg01964947",0.0650440243230609
"cg17024482",0.139993753053939
"cg26472225",0.131675458623715
"cg26354439",0.0433438150306117
"cg01982968",-0.225515862015905
"cg03822217",-0.169377925260388
"cg14306254",0.138272677894163
"cg10157938",-0.137875649986678
"cg14962813",0.0654082619051262
"cg21725158",0.0446362092643961
"cg14973661",0.0771915191915141
"cg12313947",0.0749968498943818
"cg03835061",0.102878706687181
"cg27167562",-0.0263042296375701
"cg22983092",-0.0469564948410845
"cg19020299",0.158568591799407
"cg06691005",-0.0473912762749736
"cg26643116",0.0604278673800625
"cg09859596",0.0753950866815356
"cg26295618",0.0292358464500022
"cg18983607",-0.0482921965620812
"cg09449447",-0.066642063057845
"cg06399901",0.227354624549608
"cg07533824",0.134721959116227
"cg07178864",0.100664602585364
"cg25320541",0.132299066248823
"cg01588249",0.0347616941787238
"cg14287089",0.140981724159006
"cg08122899",0.143846130831017
"cg24626843",0.0382055075578599
"cg16210690",-0.11313022043393
"cg03234557",0.217609757503861
"cg04478985",0.126331183925547
"cg24663521",0.0358836701905351
"cg15922024",0.155554850404426
"cg26678765",0.084562567438686
"cg01623771",0.133036835913752
"cg07862554",-0.037300581320908
"cg14326631",-0.0399295161353311
"cg27402634",0.119036007870983
"cg23252178",0.114170650315357
"cg08285678",-0.083148336737056
"cg19327137",0.124673874421781
"cg15162876",0.109741000823231
"cg05929755",-0.0477918689375126
"cg07102632",-0.127568428140666
"cg15570860",0.178583757962311
"cg10354406",0.0476106181942943
"cg03310945",0.148762486314244
"cg08321111",0.140991644649682
"cg10438803",-0.0925819854086413
"cg07362060",0.151650911781157
"cg27298072",-0.277613257432646
"cg25972409",-0.238423967093613
"cg05496900",0.0573029504516138
"cg15571045",-0.0458948598968824
"cg10393508",0.106645048545491
"cg16588769",0.053086371016052
"cg08162701",0.128189245784905
"cg06296169",0.139790265751207
"cg06546066",-0.097277952590063
"cg25599924",-0.164781292855668
"cg04546977",0.133980208316296
"cg15010102",0.0543267067118148
"cg08996947",0.0865881942093848
"cg19587777",-0.123936599464502
"cg15657287",0.0869947920273438
"cg21946545",0.0405666070980949
"cg03270883",-0.0581408151934254
"cg14024579",0.155016618387943
"cg23467527",0.0397838566639983
"cg18552347",-0.274419552549227
"cg02621821",0.0563778457803499
"cg21204803",-0.166246738233045
"cg00310404",0.0516847346270562
"cg17507936",0.0869390277918852
"cg04251307",0.0452618310169557
"cg23047415",-0.023961729640076
"cg07148655",-0.0436864799540927
"cg09950812",0.0383138813192568
"cg26904005",0.0486336147957432
"cg27586655",0.0507097984724004
"cg10445315",-0.191398408346755
"cg16495772",0.0840437539852067
"cg16004706",0.159169525564561
"cg10390179",0.101632354715963
"cg01529701",0.0185755582249994
"cg13856217",0.168101325845467
"cg13949334",0.0653353826892614
"cg12588704",0.131109137250192
"cg25550573",-0.0560268086590266
"cg05926722",-0.0518169287621725
"cg06626052",0.147487304436495
"cg08064068",0.0877985296652086
"cg00045227",0.255265937244688
"cg11044011",0.21080375553857
"cg01113934",0.0487464881835629
"cg09623845",0.112122724074804
"cg05144672",0.0708735315563759
"cg21828716",-0.0667485308367839
"cg20512501",0.0770217030288883
"cg20765100",0.0705181454367222
"cg10705800",-0.201939927147251
"cg09994595",-0.109817699511681
"cg07238450",-0.0393065744723816
"cg27354474",0.0408118067368011
"cg13512987",0.0438621671096882
"cg01919999",0.0924174497149925
"cg00625578",0.0983758073616726
"cg09621434",-0.0966499628675988
"cg03372174",0.0405495882907387
"cg07329251",0.0646909533689862
"cg18211315",0.11799955393984
"cg25729560",0.0316368655336541
"cg13005228",-0.111247331682105
"cg05596988",-0.150515477105233
"cg18431127",0.0314193665711612
"cg24525684",0.36230375498292
"cg14810798",-0.0436693836052331
"cg15852490",0.169467478658947
"cg08351331",0.0741672231127513
"cg15114999",-0.083116766999937
"cg24645652",0.0794227157597196
"cg24295197",0.0402701722924379
"cg26603980",-0.197488112864592
"cg17987459",-0.0597451275279113
"cg04080022",-0.193498467672443
"cg24759064",-0.107442059585605
"cg23539933",0.0267519652799446
"cg26947569",0.126547064535371
"cg09710584",0.0568372960099694
"cg01858660",-0.0631919395846667
"cg11788465",-0.0561234979854305
"cg02410583",0.235680724114156
"cg21650866",0.208399794948509
"cg08802144",-0.0761635237089808
"cg12300720",0.0611425518917518
"cg10980791",0.168207103506809
"cg02438575",-0.0492865782047378
"cg12134894",0.138372697417783
"cg20058859",0.069348362723566
"cg26530942",-0.0474914228300016
"cg18630751",0.0879591286042899
"cg19872095",0.103531745295014
"cg07382588",0.0506613813744037
"cg11530408",-0.0869211094365851
"cg16449009",0.117065675904715
"cg04462662",0.0205195078488264
"cg07461996",0.127969872479171
"cg24853724",-0.0644621767412291
"cg20519328",0.0425666591344287
"cg04365777",0.0820355000076787
"cg18589340",-0.174183138365209
"cg04896949",-0.118934680464066
"cg06310690",0.0528603681499636
"cg19267205",0.0455725629547765
"cg27314580",0.0565196984375016
"cg22404419",0.112869780150286
"cg19089810",0.0472095525206492
"cg14849448",0.159598834317779
"cg05449815",0.118204090301546
"cg18481322",-0.17028450252311
"cg05441764",0.068171913310083
"cg04890706",0.0866430174732603
"cg16179589",0.121134831492271
"cg23213390",0.028868666490636
"cg01585418",0.0986333036709812
"cg22880933",0.0977025077172544
"cg13026899",0.0410928650534858
"cg27313686",0.0201296027822821
"cg26342535",-0.0332145972580263
"cg08464009",0.181310168525437
"cg02074714",-0.10181558363502
"cg02319591",0.0358953482930606
"cg16934444",0.127022611116455
"cg10913050",0.0547725270161387
"cg02325361",0.0470609886237507
"cg14406727",0.0921140135692566
"cg07632391",-0.156471190722803
"cg10736454",-0.0928163966614819
"cg25439665",-0.0595219736253789
"cg24167726",-0.0959789564733847
"cg07143863",0.0523955264246178
"cg01476062",-0.106511698420242
"cg08734931",-0.11768277136967
"cg01502653",0.111873838453728
"cg13744221",-0.10386683017338
"cg23101551",0.136697944670931
"cg02381354",0.0853269051024689
"cg25042258",0.107120384966017
"cg06692252",0.146171838691151
"cg17574930",0.119338489385898
"cg16360868",0.0711364801287469
"cg22830895",-0.0620171312998479
"cg19439043",0.189104344182068
"cg08777813",0.0452863743956043
"cg01064725",0.0842011491294082
"cg24682385",0.0855654781374165
"cg02270686",0.188668762140397
"cg10499525",-0.046179540041131
"cg08491001",0.0434562873384439
"cg27046233",0.0798437890274467
"cg26830291",-0.0277971312440847
"cg27397879",-0.0524139778239714
"cg10325912",0.0466470247671771
"cg04178596",0.0399759703493278
"cg17348924",-0.0589656883376436
"cg12284513",0.104416646854816
"cg26742770",0.0904774799132289
"cg19085543",0.12930863447259
"cg14459293",0.0425759672924051
"cg08935604",0.0650437091875864
"cg08030047",-0.0533803510385341
"cg21613693",0.0947282504818473
"cg01897537",0.0846749789545483
"cg03237049",-0.261480310247953
"cg10617943",0.0268446400886944
"cg01947224",0.0188337770611588
"cg18030409",-0.048165957515494
"cg17932810",-0.178000927032189
"cg19319037",0.0773626979257181
"cg06447122",-0.204231512624752
"cg11021893",0.134469086126373
"cg15902139",-0.0741037057334987
"cg09107449",0.184346954481502
"cg26330451",0.0643790262103983
"cg19078430",0.110333709424143
"cg23469448",-0.0501239179835151
"cg02700587",-0.245083565534128
"cg23170091",0.119620631749779
"cg26342141",-0.0445230961051984
"cg11553755",-0.128232036174927
"cg16958467",0.0766820989736486
"cg19599368",0.0710031494246148
"cg09622169",-0.0552977338629978
"cg12252430",-0.0562389332748263
"cg17085146",-0.0928470006566844
"cg27297315",0.16496645319519
"cg13335054",-0.0918801103615306
"cg06361606",-0.0824618312920718
"cg19006817",0.0378060962039028
"cg12390939",0.0951877473384223
"cg18072327",0.142138430200617
"cg17294983",-0.0550158650524931
"cg00091524",0.104144037743011
"cg08872442",0.0758313363522878
"cg00939442",-0.0718885142949346
"cg12599944",-0.0600455158544561
"cg24798795",0.154623140652914
"cg21007318",-0.0814816666053848
"cg23895722",0.143918059438742
"cg06289802",-0.180928987467283
"cg04730685",0.0838033856789737
"cg02351145",0.0851719409440379
"cg18123677",-0.057101061150988
"cg25831418",0.0805629441355072
"cg20067334",-0.0402509921743586
"cg13677341",0.0785040801525741
"cg16099537",0.279809798162211
"cg21905972",0.0666840291524787
"cg21657704",0.0651944705283261
"cg01865923",-0.129372575075901
"cg24064348",0.0640099764658866
"cg05819974",0.0853833456837175
"cg02392976",-0.0876152734895909
"cg13958983",0.0571902701583642
"cg03070959",-0.0280685017806506
"cg04830629",0.168595737124305
"cg12190607",-0.0581001093991075
"cg04329112",0.0327104795415566
"cg22700848",0.167636569504691
"cg05560479",-0.080775823796888
"cg10522845",-0.0888515008759187
"cg00425250",0.12381577144365
"cg14538231",0.0443794119422212
"cg27051262",0.0740453083848418
"cg20105297",-0.0647777449123363
"cg19298588",-0.0457969962332877
"cg00092623",-0.096224928271402
"cg00202934",0.160265802324517
"cg26509530",0.141120047494529
"cg03947317",0.0384957719728901
"cg05177459",-0.0327087197865655
"cg20674658",0.0991046994505478
"cg09677663",0.0434800004393337
"cg03873953",0.155789192351031
"cg15772916",-0.200726842862464
"cg10337841",0.0413434021383058
"cg26401390",0.0355612034787982
"cg23968634",0.0691104798763557
"cg02711510",0.193797036751161
"cg03982787",0.0748931956483747
"cg19084053",0.0808747347361842
"cg13441058",0.125166649075062
"cg08156824",0.0779218841139189
"cg01400541",0.0467709120224788
"cg03720611",0.0403336905207314
"cg26173171",0.220712432163552
"cg11529346",-0.133648820591034
"cg03513893",0.0904534912179808
"cg22311403",0.0564781356089292
"cg25707722",-0.0499621192285065
"cg16948781",-0.215704898805854
"cg11950577",0.0858792796466676
"cg06896529",0.113404186065692
"cg02536488",-0.102023363685114
"cg06992213",0.0553525582401917
"cg18765793",0.0459609230210589
"cg17613550",0.0203645781134677
"cg02988531",-0.0435448617878909
"cg02620533",-0.0281342062359304
"cg18510853",0.0327353746773509
"cg05265484",0.04413349402962
"cg15982372",0.0345417770545227
"cg10378228",0.086912299128067
"cg19765630",0.0385180312862539
"cg25839983",0.0474645584834484
"cg03921825",0.0883173620783459
"cg15424233",-0.133559395685599
"cg10561083",0.0387254849050249
"cg12340037",0.0328830895307364
"cg03129842",0.0737251483215161
"cg07673979",0.0394848143604291
"cg27268520",0.0776207837667379
"cg26192767",0.0476191336949232
"cg03312427",0.0903590899360526
"cg02962597",-0.0726877871908041
"cg01649602",0.0942967157698287
"cg00276344",0.0314419995444002
"cg13435326",0.0683953586694446
"cg04688590",0.0680320610610741
"cg00660015",0.0833358939158688
"cg13866767",-0.0752119187319813
"cg06596179",-0.0902256395617526
"cg10422971",0.183982438281069
"cg27598761",0.0845731055771025
"cg03362340",0.0291761493928234
"cg05081778",-0.0454490899946521
"cg00493366",0.0668917426052989
"cg27650175",-0.151151442725394
"cg24287362",0.155757505409663
"cg05379828",-0.0623833762018037
"cg14549256",0.0399679980737403
"cg14445026",0.0551627148521827
"cg14282304",0.0444830601180871
"cg07313835",0.0228746225315306
"cg16335333",-0.0525314483206975
"cg03957136",0.095684597968862
"cg06994355",0.040375729485878
"cg00017562",-0.0672141364160982
"cg00672952",0.103690917860773
"cg14755918",0.0960295761459439
"cg21141264",-0.0821278098176349
"cg12570134",0.134205935835247
"cg18504989",0.201658351836952
"cg22744090",0.0514933322762501
"cg21826552",-0.0281158551864126
"cg02245810",0.121844614230505
"cg26810767",0.0935222272876542
"cg05253370",0.0739820079684474
"cg19632442",0.190759594010313
"cg10843232",0.0659934569313829
"cg18882292",-0.0511893154628387
"cg18691856",0.0266257328101536
"cg16786971",0.0545111781257796
"cg18668821",0.0393894965610946
"cg13437496",0.085696905488792
"cg20697236",0.0825803007917807
"cg03498081",0.0933386579062591
"cg05918121",0.03099950878464
"cg14880222",-0.281772220034419
"cg19713980",-0.187360580550448
"cg11026604",0.0509599631231981
"cg04414860",0.143537570665639
"cg14143536",-0.0955499304756434
"cg22151773",0.0780836378871795
"cg02851873",0.0556782282138261
"cg05440559",0.130321646663433
"cg24779381",-0.058414653861939
"cg19404835",0.1957712988247
"cg05374258",-0.0397982940453256
"cg05296818",0.0768405120149982
