"","Delta_Beta_Mean"
"cg04015962",-0.164289030950443
"cg02045971",0.135903730449564
"cg18161346",0.0704033376829186
"cg10662314",-0.176203142712636
"cg02696685",0.097811204304803
"cg08668199",0.303797139240915
"cg00806481",-0.176302530832054
"cg05373251",-0.06860789722247
"cg14928057",0.0913188039709595
"cg25754958",0.0399384166244525
"cg23994043",0.0865536069803511
"cg06088360",0.0414804259615445
"cg14820360",-0.0581487925926154
"cg21762788",0.125465962828258
"cg01463146",0.227492629721197
"cg00859574",-0.286532403949071
"cg19075787",-0.0567104054823596
"cg05651265",-0.125940163013331
"cg26554505",0.0785568896926858
"cg16880773",-0.118063127123221
"cg01324343",0.0918249677458091
"cg01018002",-0.0647731663398103
"cg11724511",-0.0628957465869458
"cg10608596",-0.075730772164257
"cg19862307",0.132978176675184
"cg03451670",0.162137919266242
"cg27325224",-0.123149836603679
"cg03343063",0.0467790079451718
"cg11667847",0.0672422730250024
"cg02281970",0.129461747136288
"cg21887309",0.07040303879301
"cg03254465",-0.0982496871203359
"cg24847366",0.0946743300962076
"cg13243638",-0.200427318434028
"cg09011026",-0.0848621272179164
"cg18202521",-0.0494812300821194
"cg25241038",0.130277657273048
"cg08915171",-0.213080853832167
"cg26700277",-0.0593800039978665
"cg01945183",0.051473265559292
"cg23257934",0.197203475092377
"cg18435532",-0.143177213765357
"cg24699296",0.186117032386362
"cg18343108",0.133880382453553
"cg05225634",-0.0714960833556697
"cg20675391",-0.0674141176137999
"cg20216928",-0.216424297019667
"cg05632020",0.0556767462379007
"cg09912824",-0.148018087307324
"cg10548163",0.140147701746882
"cg02043105",0.0522344354295831
"cg26282887",-0.0912887381624278
"cg10172584",0.125688830482448
"cg02811067",-0.0928990782002614
"cg21870545",0.0804431179697499
"cg13080721",0.0841747003012198
"cg13845634",0.0913601860748544
"cg09739413",0.059835035680871
"cg17974166",-0.184439841746742
"cg02903822",-0.108876937187063
"cg09860783",0.103060751763521
"cg01696784",0.203285975220213
"cg00381442",0.0919966489185603
"cg20742389",0.273624626032259
"cg22308726",0.0669224767834801
"cg06419732",0.200061811630124
"cg08852245",0.0477446797559681
"cg05877788",-0.0758565469668328
"cg08418872",0.110673128997994
"cg22861116",0.0476318147944565
"cg24317069",-0.184944634727591
"cg15996644",0.0746789282381774
"cg22070116",0.121582052047415
"cg15731035",-0.0671485868290054
"cg23460285",-0.0694981275136466
"cg26926973",-0.056510094990024
"cg23567562",0.0413539145786719
"cg01025095",-0.187547973791847
"cg10624860",-0.265768501067775
"cg23305129",-0.128312773323864
"cg04740002",0.0568002176414913
"cg01176433",-0.0477411371753408
"cg12719030",-0.0906319630643395
"cg21472506",0.0520296463481731
"cg12131894",0.257339845635867
"cg10377582",-0.0529926720816912
"cg16679297",0.0523150147224498
"cg10914558",-0.199359755228485
"cg26979537",0.0701079311237395
"cg13390630",0.197448676902285
"cg16751357",-0.106966296710328
"cg16244155",0.143835058971352
"cg18064256",0.0412035576761417
"cg02303805",-0.0491645896950091
"cg04017769",-0.225894623787987
"cg17107691",0.139549481678829
"cg09668627",0.0864084725621035
"cg09825309",0.171110051205835
"cg09776094",0.0519457380129358
"cg13652281",0.108370066745892
"cg02084758",-0.0397962313860994
"cg14316944",0.139224083148907
"cg05336198",-0.0865337475242542
"cg05678033",-0.0663799325519056
"cg17953764",0.115923289268691
"cg18313661",0.0646295827037173
"cg01792640",-0.160729767629845
"cg08289130",-0.0293093582538808
"cg18222554",0.0414710449022966
"cg15237326",0.040919579402131
"cg11837181",-0.150977480623613
"cg13092806",-0.250757389501187
"cg20556517",0.213868413104704
"cg07607752",0.111406428736013
"cg11682319",-0.111489034701461
"cg00663077",0.0611746210330425
"cg09094964",-0.0818850116752278
"cg20718214",-0.0535345831173082
"cg25577023",-0.163671299995687
"cg19475258",-0.152706339591676
"cg04036011",0.0337286208970702
"cg16861241",0.127083628908991
"cg14374799",-0.139770473532666
"cg17721249",-0.0386872906291265
"cg01128482",0.167697028430088
"cg24117274",0.172692111526694
"cg05835105",0.0680510163672221
"cg19268708",-0.057363749419785
"cg10285526",0.0994671208192453
"cg03910363",-0.0928082317923685
"cg12253469",-0.063873667437204
"cg23623622",0.209031383449442
"cg14290855",-0.0596449507794241
"cg25649641",0.0504797874254035
"cg06445928",-0.165870507203342
"cg10092265",0.0609677655478039
"cg11183935",0.14763341605397
"cg17575314",0.0543865219748856
"cg10496184",-0.0679456181121222
"cg18347630",-0.0508895103301863
"cg15427886",0.0474359043333253
"cg08217163",0.0945139731542265
"cg24298696",-0.070635043513035
"cg04790169",-0.0545465203745098
"cg19520087",0.0631673868939484
"cg20744163",0.116410340860431
"cg14671384",-0.052778119117174
"cg15386434",0.110315146567162
"cg07535740",0.0848164872043335
"cg16800968",0.174921797533964
"cg08731068",-0.0901041233640138
"cg15160709",-0.082109535275826
"cg03716852",0.0686989071756366
"cg17049621",-0.0511615436632261
"cg27090062",-0.0964422975867705
"cg10737521",-0.0789494003308617
"cg26007189",-0.094707124175305
"cg18640250",0.0749908916290867
"cg21181453",-0.0459766782711349
"cg19186145",0.102376440180191
"cg03590328",0.0795814703413412
"cg01566260",-0.0792453687549218
"cg20978923",-0.0489002184919325
"cg14597930",0.0660156002384781
"cg22749859",0.18164992282131
"cg10463150",-0.0923087490679523
"cg03749207",-0.159807360673193
"cg14673618",0.16313856955583
"cg00248804",-0.0594432991767764
"cg08782899",0.0675188497857058
"cg00127894",0.202420882235426
"cg03800065",-0.150683702091118
"cg03025632",-0.20094603726021
"cg07918620",-0.146860634475465
"cg13255208",0.0789682248086118
"cg13773247",-0.204917967444024
"cg17633020",0.229492827227236
"cg04592747",0.0773190132932011
"cg04164499",0.0479669324287775
"cg19633353",0.0475931355334547
"cg20008357",-0.0609782751912413
"cg11388228",-0.187262039396884
"cg26783079",0.0899291795379812
"cg06640637",-0.167246669917181
"cg24369989",0.0712443105931395
"cg10635895",-0.053490063098735
"cg06902609",-0.0643809682954561
"cg05783139",0.0369876395470821
"cg27507372",-0.0755403994114045
"cg01538305",-0.0651193043296314
"cg03707183",0.0375334062968129
"cg08622675",0.0486170779037666
"cg06645033",0.0336312175816886
"cg00225006",-0.0536501188421231
"cg21567548",-0.0923447113807421
"cg23247068",0.10259888458993
"cg20801456",-0.231029430177846
"cg03347739",-0.129347925153255
"cg11859584",0.0817422646149762
"cg21807930",0.0554036695133394
"cg26015973",-0.0480898061590984
"cg13348653",0.0728761732182014
"cg26912718",-0.108591036712441
"cg21788897",0.0863116805266417
"cg01510609",0.197937611979404
"cg08953878",0.108626953627018
"cg23245942",0.138009374244818
"cg18675847",0.190216819060326
"cg13379827",-0.144182329449211
"cg02019444",-0.194955502797435
"cg26489413",0.129308971382403
"cg03647436",0.164293761063073
"cg02895639",-0.0471153909741539
"cg16418105",-0.0441326005217767
"cg21744417",-0.137320626779038
"cg13504318",-0.0605448968448466
"cg12054820",0.0518297282775132
"cg03678062",-0.209086006341133
"cg21717549",0.0341383289078361
"cg10729496",0.0439135976505086
"cg23978242",-0.0707627550251218
"cg13461447",-0.120465888251014
"cg26819753",0.0416098391250502
"cg18594482",0.0491909362350654
"cg19268976",0.0493738314190787
"cg23792115",-0.127852379900208
"cg18565264",0.0669748981976321
"cg03165014",0.110704022919194
"cg01125617",-0.0965292195621951
"cg23729881",0.0873047845402158
"cg18050844",0.0522133611995197
"cg03419014",0.0925251830049273
"cg20385508",-0.0835186966220021
"cg01394349",0.0699403547213228
"cg24102266",-0.0907991139339411
"cg08499046",0.164356024151843
"cg13759761",-0.062833011815092
"cg12954512",-0.112840412430476
