"","GSM7434229","GSM7434230","GSM7434231","GSM7434232","GSM7434233","GSM7434234","GSM7434237","GSM7434238","GSM7434239","GSM7434240","GSM7434241","GSM8114535","GSM8114536","GSM8114537","GSM8114538"
"cg03387092",0.413243408951563,0.327190542420028,0.340804597701149,0.299542682926829,0.357635110627494,0.435413642960813,0.443782576321668,0.700974163490047,0.466313398940197,0.375409239723536,0.206032119075597,0.336769759450172,0.234889058913542,0.288745055735347,0.181649331352155
"cg07883124",0.752414772727273,0.806749884419787,0.755119664446089,0.667859466493169,0.793522267206478,0.923216601815824,0.807890389660869,0.562565249813572,0.672453285111513,0.683140126093146,0.822835226434577,0.881850913455127,0.820831009481316,0.835160632330444,0.900866089273818
"cg22812442",0.297500941856084,0.538803153103142,0.340294308591214,0.377398081534772,0.440333286259003,0.293074792243767,0.509233610341644,0.552038726494135,0.458761401824292,0.459892052856877,0.554198473282443,0.417480883602379,0.449639848614333,0.524982155603141,0.531728665207877
"cg09025071",0.579562970350893,0.571780303030303,0.731480677377334,0.700921474358974,0.644547563805104,0.644804546501805,0.934025203854707,0.680320324005891,0.60196205727476,0.727251109701966,0.787298790742372,0.71602326811211,0.832257178183817,0.791634219601735,0.699642818486849
"cg21920221",0.662765496315561,0.671228844738779,0.671658279121149,0.5598906937908,0.708256201406886,0.455675800138153,0.868872060581905,0.653799514955538,0.616867072969857,0.587682245537539,0.84196605686577,0.788390501319261,0.836941942900939,0.781337276162313,0.770833333333333
"cg01438365",0.217536071032186,0.153785113474052,0.256068376068376,0.393925553779402,0.33529945553539,0.500303766707169,0.476865289397302,0.211254612546125,0.209872710338404,0.498578199052133,0.232191163210099,0.282153983088563,0.213132795304475,0.414648729446936,0.308200734394125
"cg10940066",0.726613488034808,0.908830092445011,0.739766081871345,0.826273611906125,0.875,0.378345498783455,0.345172586293147,0.674968866749689,0.835732742709487,0.512315270935961,0.484753713838937,0.785671282360024,0.837408312958435,0.773304157549234,0.826677533279
"cg05849431",0.417564208782104,0.339566704675029,0.395114503816794,0.454194260485651,0.387301207700586,0.319543509272468,0.287113702623907,0.649194821597727,0.272868388956647,0.476475314704044,0.370713340795767,0.165847442199163,0.281641523906929,0.255546311702718,0.216520650813517
"cg26203839",0.629171817058096,0.73773987206823,0.715677590788308,0.785834031852473,0.656565656565657,0.492967651195499,0.773109243697479,0.707414829659319,0.68476357267951,0.773799126637555,0.725656877897991,0.744444444444444,0.8,0.845045831514622,0.732213875386655
"cg25141181",0.56,0.834982014388489,0.707517372078332,0.788833858622242,0.797274275979557,0.826946847960445,0.749271137026239,0.835609243697479,0.756003430531732,0.749168053244592,0.771922428330523,0.557567917205692,0.806606031594064,0.708935259497057,0.796380090497738
"cg01952313",0.42484076433121,0.450570342205323,0.533123028391167,0.419689119170984,0.466510538641686,0.407294832826748,0.48394495412844,0.344125326370757,0.418475236505287,0.445239405613649,0.466019417475728,0.424516129032258,0.571362586605081,0.582646631119729,0.657718120805369
"cg23764603",0.264888888888889,0.35304347826087,0.341936664836171,0.307583130575831,0.418018018018018,0.217191097467383,0.345001143902997,0.0963405526512323,0.247694672131148,0.221442885771543,0.391329368885479,0.515182186234818,0.369824561403509,0.396477760216753,0.480814779725249
"cg08668199",0.4221792570087,0.438822447102116,0.352312703583062,0.272451372603118,0.392301278488049,0.222205573868744,0.594519789648492,0.138616417139907,0.147720455908818,0.227785372522215,0.53731884057971,0.368223519599666,0.59690063810392,0.395773081201335,0.437689969604863
"cg01463146",0.499597185670552,0.547194503517095,0.528749937770697,0.566383736770408,0.529879911888013,0.524404038711299,0.598689819177099,0.305550095013433,0.51368745045003,0.506713450292398,0.689017825098696,0.637084944659288,0.613903475868967,0.711250668091929,0.629026463896539
"cg06905511",0.372222222222222,0.475071225071225,0.56651376146789,0.650847457627119,0.420792079207921,0.498861047835991,0.524487154261984,0.547169811320755,0.512038523274478,0.591928251121076,0.532062391681109,0.432478632478632,0.615646258503401,0.67260579064588,0.697355533790402
"cg20742389",0.432268632268632,0.59099530797644,0.581571310116086,0.516592606599225,0.538936758250691,0.520528771384137,0.710749009722722,0.501403180542563,0.539139686882505,0.518102372034956,0.867616086651289,0.518574589495749,0.79991732120711,0.548877778959685,0.722835172183216
"cg08418872",0.88062924120913,0.787191839047889,0.77135155005514,0.655418994413408,0.791347099311701,0.759919638372677,0.779995411791695,0.635410111181036,0.806217616580311,0.8531555066685,0.924983104302771,0.69001386962552,0.921195652173913,0.898166714408479,0.857142857142857
"cg20136100",0.774269759450172,0.646639511201629,0.692104829404978,0.730704764945327,0.72413478221167,0.592675044883303,0.597050590564621,0.612617309697602,0.67282019986269,0.68502316006176,0.701836220938842,0.785573609059577,0.821606254442075,0.910877456502691,0.839361202442461
"cg18064256",0.572604350382128,0.781540751767771,0.63751507840772,0.592845870594424,0.573161673681604,0.726602673980117,0.570887534990943,0.412440669497877,0.631971153846154,0.53110662506882,0.858569051580699,0.708588309769994,0.801579301075269,0.813097746798509,0.790643456636618
"cg16366262",0.459402354361606,0.843525794328664,0.730201863354037,0.79750566893424,0.807057300097119,0.315789473684211,0.740153579390637,0.251536098310292,0.83992238661169,0.446891825746451,0.676987767584098,0.789372905696506,0.778288100208768,0.797645993662291,0.809117865085248
"cg20556517",0.324410283593957,0.36835079071678,0.492240543161979,0.494676174660545,0.448366701791359,0.23560812225246,0.558061096656066,0.0623173000265745,0.444927536231884,0.205686630369026,0.453387722614665,0.536623524391978,0.656772732989561,0.679779411764706,0.616494401378122
"cg12103897",0.586787564766839,0.595382746051033,0.797256097560976,0.704971475142624,0.673166202414113,0.704805491990847,0.653203342618384,0.620689655172414,0.502808988764045,0.630985915492958,0.618817852834741,0.556451612903226,0.706448508180943,0.659090909090909,0.730574324324324
"cg24117274",0.319424460431655,0.529678770949721,0.572087912087912,0.711412429378531,0.514323607427056,0.544589774078478,0.524207011686144,0.384557153671461,0.596374622356496,0.361938639395287,0.599885189437428,0.532132623823168,0.77293273065674,0.738781163434903,0.752443857331572
"cg15160709",0.374445430346051,0.360259981429898,0.487581699346405,0.330224904004388,0.540102389078498,0.464259395725866,0.641960549910341,0.275256222547584,0.330614464382817,0.418116376724655,0.35920019043085,0.223180592991914,0.261699064074874,0.258801141769743,0.268642447418738
"cg17514766",0.464941882264717,0.752532228360958,0.555143915645483,0.643806359753204,0.55834107087589,0.61878159084863,0.594127332601537,0.78510491122896,0.602849740932643,0.387592487194081,0.772400261608895,0.558620689655172,0.787000562746201,0.721748400852879,0.688893998620372
"cg22941668",0.619305367613893,0.721374822045963,0.645862463454938,0.677547638773819,0.644849549747419,0.42371020856202,0.900592084761608,0.708152312803476,0.590029218407597,0.831474103585657,0.83242220353238,0.715095311695003,0.817128027681661,0.870894677236693,0.819813717188823
"cg25526061",0.64960661854165,0.881618429968057,0.804775136358958,0.707251483679525,0.836863890917945,0.702902497860089,0.899271708683473,0.631225009087604,0.684999623295412,0.687908639177055,0.809755149630781,0.830030187688673,0.886022637536194,0.899502350013824,0.789781798829164
"cg09921821",0.665787022663769,0.593126219420681,0.547289189484019,0.568554856226089,0.604781341107872,0.553166421207658,0.665121131331865,0.61062737218129,0.525693871942841,0.499462448164644,0.726878130217028,0.734125238304737,0.723037907100908,0.810523369717324,0.729712955779674
"cg16617297",0.383734836835811,0.33374451754386,0.333196440793977,0.358296823658269,0.413880767764078,0.330407023144453,0.31672203765227,0.837136465324385,0.440467803297168,0.461865909897127,0.187097786846649,0.207063008130081,0.199025046226257,0.265347460267996,0.284478021978022
"cg24054525",0.439144736842105,0.888100067613252,0.871871871871872,0.60436320754717,0.891829155060353,0.699460916442049,0.512014787430684,0.520278099652375,0.698681732580038,0.809973045822102,0.737327188940092,0.568098159509203,0.663488700564972,0.770788912579957,0.870873786407767
"cg04309194",0.344633236634894,0.463060236032472,0.449862258953168,0.436436288293621,0.398275154004107,0.122342481638964,0.321583808747623,0.442185414867729,0.446732493179161,0.500910056120127,0.188647892251181,0.394297763109644,0.274653797733949,0.273374415639609,0.357996146435453
"cg21252105",0.48650841955772,0.596975236828985,0.531972380666467,0.607728957120169,0.583378305450621,0.440805434255216,0.516528925619835,0.454626406540921,0.405871585468882,0.435055289651758,0.724362131809674,0.58746106701497,0.770290964777948,0.66067583236707,0.725043029259897
"cg13506288",0.711271102284012,0.795651435366061,0.619775739041794,0.667326732673267,0.605916648671993,0.432203389830508,0.573413738856843,0.152450874541136,0.618309154577289,0.710871694417238,0.76846710415615,0.658396555259381,0.825583347322478,0.853077318703926,0.794108940201303
"cg05361096",0.501307987443321,0.557831175298805,0.570003649191096,0.65129265770424,0.613227838377631,0.72471030378954,0.668568323825047,0.488396417598222,0.823080043266631,0.651099992057819,0.755049824939402,0.710519980741454,0.748798558269924,0.808283518360376,0.649356150457472
"cg17562433",0.280680437424058,0.545130641330166,0.438100621820237,0.262118491921005,0.491454482036972,0.358254005107964,0.203508771929825,0.31136309945665,0.477596741344195,0.264240506329114,0.362627197039778,0.415153906866614,0.425649350649351,0.48976897689769,0.467470917707885
"cg24704287",0.381868566904196,0.58094442898228,0.459457450761799,0.493366630248166,0.475695978789218,0.488851050028379,0.414348785871965,0.317736060521154,0.541207423736045,0.512600145666424,0.606257895248275,0.572868284988169,0.592405314297045,0.51249194068343,0.586230344241394
"cg18083764",0.362568668308392,0.220725920225728,0.324807861912561,0.273767064321732,0.235386734894706,0.326755781879907,0.29679762297788,0.610225921521998,0.313242213757562,0.226884019241048,0.125410570319498,0.15491206253331,0.0653985507246377,0.0938735177865613,0.276190476190476
"cg10313947",0.656316348195329,0.669513236549957,0.711925775062231,0.615024572899602,0.672445677300046,0.539023277042446,0.67742782152231,0.514905572030592,0.573136427566807,0.608363404797283,0.837732760384694,0.794949494949495,0.730249260667512,0.768702651515151,0.682961460446248
"cg02182272",0.766985864113087,0.635917566241413,0.735880797885124,0.740204593707778,0.606318619762492,0.745379876796715,0.717507274490786,0.612985212569316,0.661510872001793,0.590762824152943,0.692431995690816,0.66643291257597,0.816071819575213,0.770354457572503,0.769263426024199
"cg22720392",0.664765784114053,0.512606599925844,0.614018395179194,0.58390843292375,0.626235741444867,0.526675786593707,0.707559256886611,0.297181208053691,0.458582089552239,0.655180552277555,0.596915869607652,0.540845979980626,0.567453115547489,0.582791844051087,0.64989019033675
"cg03477080",0.587388801674516,0.566557852738484,0.51154163231657,0.634743875278396,0.526726973684211,0.654098360655738,0.52970297029703,0.311713933415536,0.572904155656978,0.412780211285751,0.787699433865157,0.560152768936983,0.778118296046583,0.752792475014697,0.763243786090886
"cg09361493",0.31508875739645,0.678670360110803,0.635437881873727,0.606936416184971,0.585099939430648,0.668181818181818,0.76330420969023,0.359179019384265,0.68134328358209,0.523543990086741,0.656786271450858,0.6,0.736754966887417,0.552795031055901,0.680516563728243
"cg16729850",0.112261580381471,0.159838018103859,0.138368462138954,0.194280266920877,0.197317655704575,0.276007215874925,0.154300479881875,0.2,0.270893371757925,0.229957275697411,0.187486921950199,0.0875963559915908,0.0684427117175655,0.104180639391907,0.128046078865751
"cg11468148",0.519648829431438,0.130906768837803,0.34491736472719,0.206462952947539,0.37125077784692,0.239909297052154,0.223766256903617,0.483648881239243,0.399066511085181,0.242773800053036,0.184455391351943,0.176792342254347,0.0919407578380458,0.157289879931389,0.247294046903187
"cg16029875",0.53202401801351,0.504799256889256,0.478987993138937,0.603460559796438,0.58126863370001,0.575757575757576,0.647381144238517,0.531989321550216,0.532756782371757,0.599631459921266,0.799000999000999,0.563796212804328,0.616880247459125,0.588117770767613,0.548132041905515
"cg06495631",0.366407982261641,0.272205467457924,0.266184512259658,0.285424541347838,0.377503689647902,0.0977698483496878,0.256266026966664,0.213211669451227,0.243019838354151,0.375236742424242,0.0223121245555964,0.323076923076923,0.0391282182003569,0.0474964602908997,0.0675740210124164
"cg22647996",0.627777777777778,0.768731988472622,0.643247462919594,0.847765363128492,0.637281910009183,0.790203327171904,0.839388145315488,0.877358490566038,0.686213991769547,0.826287471176018,0.336061381074169,0.623899371069182,0.584062196307094,0.706858890345129,0.72875226039783
"cg14528751",0.461920529801325,0.172234595397179,0.358855375096674,0.293460925039872,0.248079877112135,0.511306532663317,0.377510040160643,0.478129713423831,0.290224032586558,0.390331244404655,0.245614035087719,0.2832,0.192421991084695,0.152887139107612,0.15028901734104
"cg21811284",0.862928843710292,0.788934426229508,0.652305896088733,0.811625965351701,0.746895124195032,0.645986294664709,0.774743384499482,0.54674320524836,0.771029591045107,0.712673223066607,0.862251351040589,0.589794974564514,0.849708576186511,0.868711656441718,0.789116588202714
"cg23068939",0.665327978580991,0.670084439083233,0.516872427983539,0.683501683501683,0.659990229604299,0.586247086247086,0.642749244712991,0.517367458866545,0.608884073672806,0.596975088967972,0.517110266159696,0.544902912621359,0.833706189410887,0.822473404255319,0.681262729124236
"cg04297819",0.567567567567568,0.60931326434619,0.624522403612365,0.672729031633936,0.587869520897044,0.576342724490873,0.568933082504703,0.45352323838081,0.603641207815275,0.546499074645281,0.678290629913976,0.650254668930391,0.697800172053582,0.743001321638832,0.740588462032635
"cg18263587",0.42426273458445,0.249721293199554,0.406119246861925,0.342597844583097,0.252635405307161,0.091433644030182,0.360154905335628,0.653092783505155,0.326555023923445,0.259276437847866,0.224197530864198,0.242567248702218,0.0913443830570902,0.0897072710103872,0.210724872002156
"cg00319661",0.375844594594595,0.4702329594478,0.434782608695652,0.469548133595285,0.352623211446741,0.312379110251451,0.333984375,0.676147907354734,0.377286848463928,0.454354669464848,0.1610337972167,0.360309278350515,0.15506329113924,0.13576580398812,0.132930513595166
"cg25769852",0.601926163723916,0.564356435643564,0.612077789150461,0.580472103004292,0.621865596790371,0.457278481012658,0.491404011461318,0.409345794392523,0.490247074122237,0.516,0.476117103235747,0.358415841584158,0.678082191780822,0.638429752066116,0.693110647181628
"cg26940479",0.262155548462602,0.116309998790956,0.174895688456189,0.171711292200233,0.124306898774984,0.196377291804727,0.372979525862069,0.336743250041925,0.208772734219777,0.176559929122896,0.126582278481013,0.14992206319966,0.240724212673722,0.16569094622192,0.172227231740307
"cg05733575",0.239693192713327,0.361458333333333,0.32823454429573,0.438502673796791,0.3883964544722,0.226086956521739,0.377344877344877,0.0931701539676273,0.2975432211101,0.267716535433071,0.643349753694581,0.336108220603538,0.459040590405904,0.473583093179635,0.427698574338086
"cg08072507",0.734375,0.829510229386237,0.639329406434073,0.69349164467898,0.667082813150229,0.784903139612558,0.565661478599222,0.485359361135759,0.721649484536082,0.517835909631391,0.757066462948816,0.793709528214616,0.825125628140704,0.752362948960302,0.775080906148867
"cg24137774",0.454739843193158,0.234305486900643,0.202156334231806,0.132637853949329,0.186294624538367,0.113915416098226,0.235422343324251,0.399129172714078,0.161749209694415,0.280172413793103,0.1914486279515,0.29328165374677,0.163687150837989,0.185060847671003,0.141705069124424
"cg19474047",0.507029680874805,0.802532327586207,0.413421342134213,0.495480811972144,0.598004276550249,0.401594419531639,0.416973370859493,0.656948125709958,0.639802153040442,0.419127452848162,0.364107251675807,0.560295134885866,0.518430908732505,0.755262640173126,0.470600951145698
"cg26656751",0.433596318211703,0.707922367165129,0.71723317021558,0.544079104121992,0.615713606843022,0.615706655117656,0.598316858135186,0.575551526140828,0.623862158647594,0.840890904241131,0.800494981438196,0.846626945992697,0.6860484001949,0.609139859174375,0.662133891213389
"cg14590369",0.825359322701319,0.796180244703074,0.797344005821357,0.747866287339972,0.77355460385439,0.782989977728285,0.863583040053628,0.81349538977368,0.821809744779582,0.667069729947602,0.855766793409379,0.680154715858376,0.886219401631913,0.871533795493934,0.837455830388693
"cg07665510",0.699453551912568,0.51933326872759,0.549973651853153,0.636053842221844,0.589313572542902,0.748629148629149,0.551153808061801,0.252112989323843,0.623129730681218,0.690922985480173,0.660313426514189,0.536959064327485,0.649864682002706,0.625080316984365,0.635781336278299
"cg26927232",0.621315192743764,0.673824130879346,0.731002017484869,0.770193401592719,0.667573079537729,0.645083932853717,0.511978704525288,0.556306306306306,0.670062695924765,0.577086280056577,0.594298245614035,0.741676234213548,0.798433048433048,0.730113636363636,0.563333333333333
"cg01681367",0.721403152008134,0.792718130179719,0.789968938424995,0.684788755149851,0.827586206896552,0.639042874184268,0.670364500792393,0.583734514410424,0.838606403013183,0.919421063436666,0.749101042790363,0.837915030346305,0.846105369296698,0.869859232680099,0.88986380303824
"cg08123444",0.635764944275583,0.547095070422535,0.725966303270565,0.716482781678368,0.718278615794144,0.586903304773562,0.773687060097455,0.70476858345021,0.701652089407191,0.720371381758602,0.875081752779595,0.762529832935561,0.847748106815464,0.819794584500467,0.81664364640884
"cg08195983",0.0953600630479756,0.353547940463828,0.377135348226018,0.337115481593545,0.336987483815278,0.261399298504707,0.27624464574117,0.396225174273313,0.212770826975893,0.307453625632378,0.335923941749038,0.271005342399223,0.245870283428969,0.205043301069791,0.180984917923506
"cg16577651",0.146860272576742,0.38661899897855,0.265616797900262,0.110920917494009,0.325540910221338,0.278341882131268,0.329685219929122,0.51189358372457,0.198183041722746,0.212382934443288,0.148138471587198,0.288584812623274,0.215486194477791,0.356618075801749,0.314142106465616
