"","Delta_Beta_Mean"
"cg24054525",-0.156280380345174
"cg04309194",0.141535366446273
"cg21252105",-0.149273144805992
"cg13506288",-0.120597068915851
"cg05361096",-0.112561494986019
"cg17562433",-0.148843979085721
"cg24704287",-0.0969532986049166
"cg18083764",0.0984488776890131
"cg10313947",-0.0958751856810377
"cg02182272",-0.0893062054181162
"cg22720392",-0.101071464543359
"cg03477080",-0.165777152061426
"cg09361493",-0.0785792929208251
"cg16729850",0.0756748475031431
"cg11468148",0.142190082390262
"cg16029875",-0.109589951705457
"cg06495631",0.176624662294003
"cg22647996",0.187899329154393
"cg14528751",0.12113073972859
"cg21811284",-0.102675415381057
"cg23068939",-0.115947038099108
"cg04297819",-0.0765827841820321
"cg18263587",0.131457849644551
"cg00319661",0.160033404490479
"cg25769852",-0.106969267915849
"cg26940479",0.0723632165559637
"cg05733575",-0.155378286470381
"cg08072507",-0.12181047262641
"cg24137774",0.0668982912287777
"cg19474047",-0.164273967013428
"cg26656751",-0.136084639519478
"cg14590369",-0.0671762981494707
"cg07665510",-0.0828622627199684
"cg26927232",-0.141353700102545
"cg01681367",-0.101775176740262
"cg08123444",-0.0991631179610124
"cg08195983",0.111213694128129
"cg16577651",0.111256300684295
"cg19308375",-0.125394889491644
"cg16406967",0.108818248630401
"cg22066894",-0.117941184764029
"cg15865892",0.0946275808881502
"cg06282596",-0.14576994475425
"cg20949951",-0.123212964154591
"cg04867257",-0.142964404125796
"cg11419403",0.0983406464608363
"cg14575155",0.151364831057076
"cg16556145",-0.122991254143419
"cg00108938",0.122544980781772
"cg02270010",-0.135200892740991
"cg24245418",-0.130737460166369
"cg02716776",-0.0553552435468884
"cg10714960",-0.0829215865949846
"cg20277282",0.122933713350768
"cg16872841",-0.197390121826578
"cg09533868",0.166328158490777
"cg02193187",-0.14561531841436
"cg21202716",-0.173625491478927
"cg08707963",0.116728847796117
"cg15755348",-0.160626443377541
"cg22506534",0.100231451258038
"cg04587617",0.12746994273053
"cg09301200",-0.109779938993211
"cg11390741",-0.126216859060254
"cg10170504",0.0969131067592277
"cg02296931",-0.136774918803655
"cg10682957",-0.152941791015631
"cg02630233",0.0926648389488982
"cg02011981",0.204408947938973
"cg23389408",-0.0764623738962058
"cg14481208",0.0934774647408251
"cg09762242",-0.105745248126482
"cg15782771",-0.103821110391599
"cg14287796",0.172743958985633
"cg23553480",-0.116010044560322
"cg26680502",-0.123303870137972
"cg22481632",-0.117738841735674
"cg12146829",0.0938023719615491
"cg22102485",-0.117271346863057
"cg22424284",-0.0627200334309393
"cg04137003",-0.0958590449713891
"cg25694032",-0.134969028261914
"cg12847502",-0.0861004225621907
"cg26475180",0.126119359687632
"cg07037412",0.232054057611356
"cg09648809",0.173075689737994
"cg08325813",-0.14039766987447
"cg18703066",0.152704600561155
"cg14033514",0.10245801953646
"cg04110224",-0.117494594051345
"cg08564172",-0.0937138901384105
"cg02207858",0.111909465101814
"cg15628518",-0.113304196604833
"cg08468599",0.1357564844083
"cg15972264",-0.156146687059429
"cg07543830",-0.14568314539599
"cg13689699",0.0856019632929289
"cg12938556",0.133959768162446
"cg10427540",-0.125069538574471
"cg08300930",-0.0773542192469741
"cg25404375",-0.166969332220934
"cg08994060",-0.175449468238962
"cg10753836",-0.189227732241257
"cg20682675",-0.124650471181668
"cg02371916",-0.0969076798843687
"cg11323985",0.0855437252321256
"cg10396171",-0.194031249506959
"cg27181375",-0.139003453992124
"cg01817364",0.124600639195502
"cg06513814",-0.138456863211084
"cg15583029",-0.0914780213547768
"cg25295589",-0.0753653328116474
"cg16903782",-0.095016214219504
"cg26215849",0.0904077957485383
"cg27126059",0.155433475964017
"cg02295872",0.204662627626792
"cg01577114",-0.0945227030749282
"cg15675906",0.115544553136995
"cg12141218",0.12834072246928
"cg24118856",-0.120434395088714
"cg27311341",-0.11393253301448
"cg22878489",-0.124590043672961
"cg22097768",-0.141369062121757
"cg11551464",-0.108215969482975
"cg06650246",0.103926389715705
"cg00610577",-0.178745874657103
"cg13332571",0.151231766989693
"cg20497956",0.0683661167986566
"cg10849498",0.127254581261637
"cg13341668",-0.123957568076329
"cg16436068",-0.0963589200227415
"cg22454516",-0.10937726137029
"cg07367144",-0.101933037558356
"cg03103886",0.140666285897291
"cg20972453",-0.134312344693634
"cg10161111",-0.136653019413975
"cg07377422",-0.169569854433118
"cg09367545",0.143028682686583
"cg01435766",-0.0885612850929104
"cg02326806",-0.164883060369689
"cg12332674",-0.0753507544462815
"cg10013142",0.0685371336799854
"cg13945749",0.126615238604571
"cg14836522",-0.113627278845275
"cg13225750",0.204976035711913
"cg03068030",0.102893827914611
"cg26957012",-0.0978669111130381
"cg05171197",-0.118307318974673
"cg27428418",-0.095581246388575
"cg21745307",-0.0774662769277038
"cg13247398",-0.123469742591642
"cg01520586",-0.128608652298666
"cg19534907",0.123781014972356
"cg26876834",-0.0953133734778519
"cg26792576",0.217666743320664
"cg26656884",0.132438624058679
"cg13540960",-0.123673843896547
"cg11685316",0.202148759083844
"cg11909137",-0.145169446542162
"cg22003508",-0.123290958571655
"cg14371731",-0.111988278479549
"cg13873263",-0.11592876360667
"cg01919011",0.18533853535153
"cg08313880",-0.112545815946048
"cg23731742",-0.0986647113833265
"cg26665035",-0.0896413179815014
"cg01213231",-0.0845735773168566
"cg07241660",-0.142470760466661
"cg04747036",-0.138784739695963
"cg05793013",0.083737555950686
"cg09662798",-0.0821342761441531
"cg00032912",-0.125743244124588
"cg23456409",0.0929157486895374
"cg15341833",-0.0929188322683499
"cg10549986",-0.137561614494991
"cg15012607",0.145114938881257
"cg05059333",-0.0984661199630893
"cg01195241",0.140801524414173
"cg04474277",-0.152055506312197
"cg14893935",0.218743523067061
"cg08043345",-0.10526776316348
"cg17552357",0.127728884717428
"cg07139495",-0.106076602123621
"cg08959039",-0.117664421829186
"cg08105396",-0.133888430258265
"cg08103988",0.124178462687641
"cg08899895",0.101038046046305
"cg05813818",-0.210637951099907
"cg19664328",0.165032747429837
"cg18586886",-0.109877148384279
"cg07336350",0.105900904982574
"cg26379258",-0.146212575504711
"cg09497409",0.0747024518000256
"cg01840128",0.16772150835531
"cg23781334",0.210124998115132
"cg13340765",-0.179594677665835
"cg24742614",-0.11789053881664
"cg24126967",-0.122069005683367
"cg25334934",0.17269703128284
"cg04430129",0.149873461192338
"cg19893585",-0.113165738163769
"cg02143404",-0.174657487347192
"cg27170268",-0.0958941955549877
"cg02505812",-0.199707656246342
"cg15448210",-0.18347354555139
"cg19183743",0.0825864831357258
"cg00240195",0.134921289181374
"cg05272827",-0.137754010640389
"cg20181739",0.135241245266896
"cg24810735",0.0780506564952064
"cg03624195",-0.119296396977172
"cg01172419",0.139803585558172
"cg16659510",-0.0839355334860816
"cg21429725",0.230145942718571
"cg01413566",0.21084659350993
"cg10479181",0.0917374809413433
"cg03108070",-0.107960283556442
"cg05299140",-0.0876686370625816
"cg07205203",-0.0899623846485429
"cg00201819",0.0947932201844979
"cg03120555",-0.17831247339284
"cg16718276",0.163091504876982
"cg02770133",-0.116364764836795
"cg09858224",0.131800781895183
"cg02560081",0.112776216006355
"cg15944459",0.127663699383225
"cg05152479",-0.123080350134571
"cg11941633",-0.11781971387543
"cg15735417",-0.148828069205597
"cg27365627",-0.145141370382724
"cg17915972",-0.111865818587021
"cg26864230",-0.0933897957039914
"cg25885280",-0.105802897260003
"cg08887400",-0.13576374067565
"cg23740940",-0.149020190995359
"cg17465408",0.0983470037264945
"cg26439963",-0.107237730651913
"cg26811088",-0.161965566342358
"cg12573705",-0.113825868273889
"cg07703783",-0.12220947794965
"cg10923018",0.175896637490116
"cg15358372",-0.156005214380532
"cg04312967",-0.103064646681255
"cg03368099",-0.115414793346236
"cg27588646",0.267671332349395
"cg02396224",-0.102011326514165
"cg20009461",-0.153361301752026
"cg08061524",-0.142700536528873
"cg00175573",-0.140383290830885
"cg19884556",0.0720513353066843
"cg20307391",0.174752225750268
"cg21450723",-0.163550432305716
"cg05695429",-0.118288971981151
"cg06751421",0.116407620063928
"cg04164838",-0.163325901149377
"cg20151476",0.143723841521973
"cg26714129",0.0677916843044124
"cg12425321",0.175729709504713
"cg24709951",-0.112009942256784
"cg01186980",-0.0767982134133442
"cg19923393",-0.117659428127552
"cg05701235",-0.0979455551334519
"cg00456892",-0.139736962831349
"cg27599211",0.113083664431966
"cg22435568",-0.126951703931155
"cg02770534",-0.179284833466037
"cg07180475",-0.171594733607301
"cg23577865",0.114161081356917
"cg02261047",-0.136726144253755
"cg03704673",0.143892478131523
"cg05211836",-0.128839510292489
"cg14482968",0.148940030709843
"cg26540315",-0.133797574020962
"cg01252526",-0.212891110222308
"cg05343811",-0.148484543702063
"cg07815009",0.0978195478150337
"cg00765737",-0.15756855679633
"cg26255314",-0.0790270357649779
"cg07499673",-0.102499860291092
"cg21012788",0.0721464265227064
"cg00869668",-0.0984997547551758
"cg26736081",-0.0750554318078688
"cg19792802",-0.138959944171806
"cg21611775",-0.104980271876418
"cg26517831",-0.0983489626021878
"cg07702819",0.116244454787827
"cg18680977",0.104366369738145
"cg20580578",0.253669729033778
"cg03070236",-0.162808018033187
"cg25083933",-0.136799849267737
"cg10505610",-0.156150329158143
"cg23478547",-0.160617560796391
"cg06930722",-0.129733442405233
"cg06052485",-0.093605403108166
"cg03763796",-0.127016778396684
"cg20209754",0.133327982994584
"cg16337710",-0.111659508087898
"cg24564692",-0.158356861463168
"cg08347471",0.156389215471675
"cg23548479",-0.130420893227801
"cg00603363",0.107436363311873
"cg02521750",-0.104106669419963
"cg15736553",-0.101661941706935
"cg27447006",-0.127758133678579
"cg01841651",-0.187970913245865
"cg01738022",-0.12175016971602
"cg08326019",0.261961188671855
"cg20036996",0.104022853482445
"cg02225988",0.12950337820088
"cg02691264",-0.0990214052298328
"cg09614721",-0.169652906076084
"cg11594731",-0.143001427921709
"cg14392677",-0.170382020341055
"cg15975171",-0.0858185612616306
"cg20193363",-0.181814044816553
"cg09043214",-0.145501219562559
"cg26220594",-0.199953198250491
"cg05090759",0.108373014560882
"cg03727754",0.0839163885875319
"cg17067405",0.148234961523717
"cg05946118",-0.0966861520009476
"cg00472277",-0.139099536053097
"cg04831806",0.210877353284058
"cg14303972",-0.11161465375317
"cg20742385",-0.102584787220505
"cg11671363",-0.1060011014142
"cg05547778",-0.131964954207006
"cg20307496",-0.110691262252414
"cg20064118",0.132549779208949
"cg02010738",-0.10326597155043
"cg15716241",-0.237398298038705
"cg17276853",-0.192760322014743
"cg05862039",-0.096262636987449
"cg07635227",0.0942636853378039
"cg08977390",-0.122166024736417
"cg21951729",0.166877500399711
"cg24112000",-0.104816164318107
"cg03236137",-0.13155882055527
"cg06665333",-0.146703892993131
"cg15936999",-0.14558476499506
"cg12627074",-0.117069359913729
"cg15868235",0.100979505941458
"cg02118458",0.135043627692316
"cg12198334",-0.193663984461881
"cg26053697",-0.163304296525512
"cg03353699",-0.130910511923173
"cg24232083",-0.113405674477317
"cg13299324",-0.129104889820725
"cg14234656",-0.0815544451269055
"cg16200879",-0.218538866137512
"cg26017930",-0.112946499872861
"cg08880369",-0.125351950315179
"cg26311610",-0.14819723147729
"cg01282504",-0.130225304228266
"cg14778235",-0.134055780534138
"cg04696407",-0.223423240953877
"cg26876664",-0.166207222195645
"cg20643952",-0.221093495779484
"cg13421133",0.214817210709618
"cg27337724",-0.11073229699945
"cg16080125",-0.0825075343358972
"cg27371140",-0.100951272377862
"cg17479280",-0.0876990117227875
"cg04117688",0.189636904264583
"cg14864022",0.21837890886501
"cg06611426",-0.132634698593544
"cg05978306",-0.0924984802740638
"cg00548009",0.112128841808916
"cg02744699",0.246448493848656
"cg19128723",-0.147241893811574
"cg16234557",-0.150604963417119
"cg17050616",0.165974275292846
"cg14046640",-0.116528071458021
"cg10195215",0.141094462416648
"cg05551825",-0.158519979077281
"cg20817062",0.0833907675514692
"cg12422539",0.115835485058792
"cg23050300",0.125896964734336
"cg16306978",0.134721242289919
"cg09377823",-0.103899336484144
"cg16079364",-0.167334086701985
"cg07698804",-0.121140602096717
"cg11767757",-0.116542850922017
"cg00456593",0.190293037834146
"cg27196131",0.154927241294375
"cg04560810",-0.110596909100378
"cg22950153",0.128899207094445
"cg05917748",0.095070577381147
"cg19126169",0.173384381273336
"cg15332951",0.140512570124767
"cg24345715",-0.147381624913831
"cg25949033",0.106541329817624
"cg00622010",0.0661696430907797
"cg01845996",-0.0916929923385286
"cg22610645",-0.130969533923474
"cg07018389",-0.116589998379357
"cg27605701",0.10480183429681
"cg17078533",-0.0960557451162233
"cg03677056",0.0795731269643064
"cg15925094",-0.139648556039612
"cg06147752",0.139034609375558
"cg05252626",-0.115781713489554
"cg19163395",-0.117329077881568
"cg09571972",0.0989953743722689
"cg17355719",0.123841929438865
"cg07192734",-0.10768957481629
"cg14562296",-0.10366446186918
"cg16149927",-0.099116686254958
"cg07462206",-0.0965530625066024
"cg27010096",0.14304435844618
"cg01973676",-0.132182732330836
"cg25580405",-0.112188884487585
"cg11739633",-0.119785890116289
"cg18274619",-0.130533545275009
"cg03826642",0.0997089608190701
"cg18388405",0.143545119290263
"cg14537183",0.0958051168969788
"cg14220678",0.102701919420025
"cg04271289",-0.15938246548314
"cg05283521",0.147658368737433
"cg04683210",0.136437844566713
"cg25740208",0.122045042395331
"cg23885932",-0.173341962840956
"cg10230190",-0.100976700284788
"cg01462946",-0.128157271137583
"cg26772894",-0.105610016212288
"cg06532212",-0.0905862339858371
"cg22745354",-0.0717303076335941
"cg06676313",0.0900957373665609
"cg06022942",-0.10739374962209
"cg23256343",-0.137779190243136
"cg01077846",-0.174101510581029
"cg17097782",-0.164061262447019
"cg02212575",0.17563844439438
"cg06314111",0.192806984529615
"cg23322933",-0.149637924064835
"cg24968185",-0.127127946680136
"cg03048889",-0.185701177380077
"cg16936421",0.121767724261225
"cg13369325",0.103827194971946
"cg03355690",-0.108071688608054
"cg07629965",-0.211014594054392
"cg21926619",0.162158474826419
"cg19846609",0.169190568391581
"cg07252184",0.166695941855389
"cg07967632",-0.0832917848213744
"cg13130022",-0.126310850882999
"cg04659689",-0.161654862049421
"cg07292773",0.110703021835552
"cg16035199",0.0768036127504319
"cg14414903",-0.120495201469007
"cg16228365",-0.139765606222226
"cg11669284",-0.141909368783796
"cg10714639",-0.120334097132733
"cg13583088",-0.117059522514791
"cg06620092",-0.12976456843031
"cg11875358",-0.0785170137826579
"cg00566369",-0.108148125660106
"cg27594616",-0.150631949346211
"cg02467451",-0.105981000971077
"cg16606773",0.142834915433512
"cg12886580",0.127080468702018
"cg13271751",0.0978158583587374
"cg06419268",-0.128172615377078
"cg25545503",0.168875280644521
"cg02201969",0.107524088024585
"cg01805480",-0.113878950388858
"cg15768443",-0.130134716902071
"cg07531268",-0.151811569168706
"cg06752054",-0.157675035747525
"cg14020176",0.062874336948983
"cg19324462",0.219560406350614
"cg07597386",0.116615700310659
"cg00150025",0.117244444589762
"cg24726783",0.125515612746444
"cg04588708",0.122606999851606
"cg26955987",-0.15399932744294
"cg07701049",-0.0910710704698603
"cg15305070",0.180432003040906
"cg12148300",0.150469023410029
"cg23214628",-0.114433065720652
"cg03983058",0.0909430271668915
"cg02996471",-0.138126435062258
"cg19014335",-0.129632985277203
"cg04643969",-0.1290900655046
"cg04735713",-0.165572978204777
"cg12355887",-0.122698954808659
"cg24375399",-0.186503973192714
"cg01436424",-0.150934058150298
"cg07042007",-0.157319143368923
"cg08320674",-0.118521391347856
"cg24591969",0.116619650566109
"cg00871787",-0.105283425650977
"cg13428516",0.136651564147261
"cg15431659",-0.169381199945231
"cg25890679",0.11892127276951
"cg15785868",-0.123095513434364
"cg09932747",0.107285818414355
"cg00960781",0.155979046315155
"cg02310027",0.071570361053194
"cg06002638",0.105308527851594
"cg19091930",0.146609770305225
"cg04222159",-0.165879708319819
"cg06997226",-0.132857035968737
"cg02769477",-0.126979990113512
"cg16069986",-0.138609884879239
"cg17940902",-0.0903541155675693
"cg01019875",-0.157078174414976
"cg00660167",0.153415906959736
"cg14478217",-0.0894071199086011
"cg23434126",0.137868924390325
"cg23948811",-0.0791213379380418
"cg27299033",0.133871450204426
"cg05757474",0.209059183690004
"cg05289253",-0.127000508256477
"cg18352616",-0.0925699412993038
"cg20303441",-0.122565560694147
"cg06545761",0.112928355503324
"cg21386995",0.170094850836371
"cg03446244",0.0745387817120211
"cg01275038",-0.149252522432003
"cg07830160",-0.191633447451114
"cg11538810",-0.121271692696627
"cg00835825",-0.190150201464174
"cg26467753",-0.132017014316753
"cg20695297",-0.183792740613025
"cg19954537",-0.158213650415545
"cg12047425",0.117301378265779
"cg12877223",0.156059785948456
"cg02383368",0.117004829056726
"cg01603247",0.129398849867298
"cg08677655",-0.0775831467824148
"cg27100370",0.0744232130550418
"cg12537337",-0.134602412556783
"cg18758433",-0.143026568443327
"cg13804476",0.15048867073387
"cg21465176",-0.104216625494739
"cg11017086",0.0989508893557171
"cg20321801",-0.118806013940548
"cg19546012",0.119592440872919
"cg19336198",-0.124982655819896
"cg15629311",-0.0974932111629398
"cg24845763",0.0890598156506005
"cg19062478",0.145659051374493
"cg15634980",-0.173739114496859
"cg02554168",-0.136091587633847
"cg08960448",0.153688011336547
"cg03916490",-0.136867199105623
"cg22842717",0.147875967646511
"cg21464724",-0.104372127685739
"cg05014727",-0.147750297716343
"cg22731637",-0.14820534267417
"cg15627357",0.127444375984814
"cg04910877",-0.117121455381622
"cg05638439",-0.151020227778949
"cg03717961",-0.0724054526613277
"cg26960896",-0.0937077738177784
"cg01997813",0.158266821052954
"cg16214653",-0.133465537631787
"cg08737189",-0.115874817209026
"cg10499126",-0.100800931642717
"cg16980380",-0.123994671208412
"cg26807616",0.139881556177822
"cg17486946",-0.191949707733014
"cg19140508",0.131199458562923
"cg00549574",0.130771788772647
"cg16620608",-0.0797753571418815
"cg16243359",0.249310824198877
"cg14047361",0.112902573350787
"cg04314111",0.116717710507443
"cg03953626",-0.088098421027049
"cg22460896",-0.123778567322362
"cg01651311",0.116415772864825
"cg27485596",-0.135315390386653
"cg15077193",-0.147172370564836
"cg02780130",-0.220133602606024
"cg00813509",-0.171386573591128
"cg07954091",-0.168285046006614
"cg22522598",-0.206187769199718
"cg19240213",0.181011759380269
"cg19176553",-0.0973351252248811
"cg24033633",-0.113014264394253
"cg07675998",0.13402815118662
"cg07025650",-0.158471107945939
"cg08843756",0.11208958935489
"cg05205842",-0.129284517247327
"cg02087565",-0.117564970326912
"cg11883892",0.158565055689601
"cg02703850",0.13040390740968
"cg02852791",-0.0931219540474849
"cg14270687",-0.0972546809073322
"cg06127256",-0.12131070061443
"cg19637330",-0.180099109053967
"cg06988547",-0.0985287477664871
"cg00977403",-0.113400134278824
"cg21336435",-0.11177916551246
"cg22635676",0.211195104022445
"cg13387113",-0.0987788913647945
"cg17672752",-0.143301239598314
"cg26263766",-0.0873749454035328
"cg00978634",0.127253850591168
"cg22837015",0.109328050402567
"cg07470011",-0.11954857358437
"cg07422888",-0.147941065056506
"cg01039355",0.12981634368536
"cg01152056",-0.144695415553562
"cg06061086",-0.105882589938208
"cg10115263",-0.101094603338296
"cg24512731",0.117718887751094
"cg04635642",-0.133500387770559
"cg17176676",-0.119248351977402
"cg11394361",-0.128777115884365
"cg00346623",-0.11393879695099
"cg08607780",-0.1668777148671
"cg24888989",-0.0976946080860506
"cg00855243",-0.075449652936446
"cg02592062",-0.103971583803548
"cg25553466",-0.109090827367797
"cg07701241",-0.105153366099818
"cg09182533",-0.222891179265798
"cg02740007",-0.125642933486976
"cg22972318",0.153905160465666
"cg01438467",0.134442619026879
"cg04329125",0.207973494948009
"cg06654691",-0.134493923267121
"cg25573710",-0.123581964919217
"cg26016267",0.135268854702912
"cg13887975",0.099520130012315
"cg03000485",0.134367551675341
"cg01114124",-0.147055950391192
"cg24851370",0.0885644660832332
"cg14695663",-0.107724475226311
"cg13443733",-0.0971482829700814
"cg24539455",-0.133864896660282
"cg15122788",0.1306701534244
"cg13524082",-0.103562846113556
"cg26588076",-0.123100880663013
"cg02283485",-0.22356334601399
"cg09056876",0.132137953058712
"cg10363885",-0.110249340425748
"cg02560310",0.140337464650297
"cg23068558",-0.111120181609165
"cg17165158",0.149965125831771
"cg08767743",0.229775227670964
"cg26937434",0.109423226763288
"cg11887124",0.0759755394622818
"cg15531369",-0.0973862351633501
"cg03027241",0.115121704838168
"cg08425796",-0.0878571871417934
"cg26817546",-0.0989204207043161
"cg13689560",-0.165277004388331
"cg23649083",-0.0912715258526081
"cg05594286",0.106203305236537
"cg16184737",0.169775793420023
"cg06651450",0.0955520338759613
"cg19593255",0.234873462633405
"cg03359704",-0.160251360488268
"cg06866827",0.14285445239042
"cg02558026",-0.12430875655434
"cg23950233",-0.17217609676241
"cg07219769",-0.129407609457248
"cg16402893",-0.0995527909645916
"cg03906434",-0.123965627175281
"cg22853713",-0.0966346936173986
"cg02747057",-0.111579857208526
"cg11526413",0.144862662162315
"cg07363961",0.140319231263307
"cg23827531",-0.157736903522913
"cg15318662",0.157912342586151
"cg22840361",-0.0732623293948272
"cg10087172",-0.123233779267233
"cg14213105",-0.0852469625009352
"cg18616979",-0.164926005812958
"cg08866665",-0.110896681569135
"cg21616405",-0.0939532322903041
"cg17283039",-0.100443027784312
"cg15253255",-0.198583508168419
"cg11377086",-0.0863424434525183
"cg05221922",-0.0795539252444858
"cg14350800",-0.145417264921293
"cg22658846",0.168013661395124
"cg22496559",-0.132723095483326
"cg26545112",0.148220615479695
"cg19797087",-0.11900895921382
"cg10186131",-0.134440939816965
"cg17144710",-0.0973079938038818
"cg25364619",-0.133059622735079
"cg00873601",0.0899007767428279
"cg03176550",-0.0943619895829077
"cg15843262",-0.18669739167594
"cg14235846",-0.101620842507261
"cg13504740",0.0989664517074114
"cg07567497",0.117609483409843
"cg27092191",-0.114841520827095
"cg15931471",-0.070604241249067
"cg04058281",-0.122955709637574
"cg16101008",-0.125249497169069
"cg06653052",-0.102180783036313
"cg13861904",-0.106628249755812
"cg14323539",-0.0989107771209806
"cg20288000",0.166214636411431
"cg16958939",-0.0775427582618824
"cg01239922",0.0965704955137229
"cg09578353",-0.185415753534559
"cg13668207",0.0974542626672451
"cg18481222",-0.0806705711980738
"cg13460850",0.148279409501479
"cg08777316",0.209856819850419
"cg26156687",-0.142394716983914
"cg13921910",-0.21045643241499
"cg14072016",0.0640602672402463
"cg04262428",-0.103844408760017
"cg23479221",0.136499011127678
"cg10843343",0.145927124728286
"cg12201544",0.13249348067243
"cg23833461",0.103272482452551
"cg24774271",-0.117723849884364
"cg16715129",-0.11828712168581
"cg19309056",-0.0864893335680485
"cg05593194",0.118632704811194
"cg03112307",-0.146995101356108
"cg21837192",-0.146930904992884
"cg04786142",-0.113378645516965
"cg20090162",-0.093184035454506
"cg19521279",-0.178048954136656
"cg09658183",-0.0789134403896336
"cg00664697",-0.220036239648945
"cg23878494",0.140754934257134
"cg21669763",-0.104635458516668
"cg27501748",0.112590049624165
"cg27174787",-0.107586548517425
"cg24668061",0.224346580440632
"cg04154281",-0.0821106516791973
"cg00702638",-0.100371989085315
"cg25792439",0.138641931119988
"cg12211074",-0.106703870147963
"cg13759953",-0.154398744088912
"cg10308785",-0.10463490276548
"cg25824828",-0.125390173024623
"cg06602086",-0.135993387034441
"cg13161329",0.148040414899521
"cg17249519",-0.122581554109303
"cg09866303",0.211762111988862
"cg23949574",-0.114743429401547
"cg07059972",0.16984562614695
"cg24628298",-0.0760153853940962
"cg14076977",-0.150433076304555
"cg15681229",0.125736219017979
"cg00274815",0.201691815180826
"cg09437479",0.17092809210042
"cg08911368",-0.0819666513592062
"cg03557614",-0.15027598854097
"cg21419585",-0.103044103131018
"cg07463103",-0.139884423163047
"cg03129172",0.10376208430407
"cg11599864",0.158816421795537
"cg16680547",-0.115978289450571
"cg12798040",-0.166932004682706
"cg22972858",0.103288321735727
"cg24022152",-0.110321517164033
"cg11447335",0.240886665153808
"cg07631144",-0.135574221164281
"cg16408081",-0.0981356800433166
"cg21291759",0.18780219129781
"cg19551589",-0.0872425250509799
"cg25458538",0.199637222223229
"cg12062270",0.180886682143512
"cg10421346",-0.0968441119878462
"cg21262144",0.259618328428638
"cg11057802",-0.133420494118906
"cg22701938",0.178646479492006
"cg13232525",-0.110778154895573
"cg08787401",-0.145486431636057
"cg16898491",0.183697902935355
"cg06067885",0.221332323452887
"cg19791728",-0.122511528682001
"cg15057250",0.133828924089469
"cg10033488",0.142100338515928
"cg21026634",0.219383818346909
"cg17796043",-0.105066573633677
"cg14138047",0.14827806509632
"cg21792330",0.147260317116709
"cg02059176",-0.117416625810407
"cg17970727",0.124883468500694
"cg25545391",-0.165093900965184
"cg20748522",0.167869440309513
"cg06288127",0.231386222548692
"cg01077100",-0.125936685263331
"cg25711723",-0.107201601220683
"cg20213830",0.172487834777862
"cg08331572",0.248952462011231
"cg23862925",0.175163792629992
"cg02964211",0.116129176019622
"cg22259545",0.207280754371385
"cg08375300",0.161839770271246
"cg05777536",-0.0947456314068675
"cg23318768",0.138545754876742
"cg06613783",0.145868099326298
"cg27180066",0.172224269481043
"cg23562117",0.15013222060066
"cg14876896",0.148563754597186
"cg18313396",0.134716711667884
"cg15217375",0.197966780834547
"cg24135615",0.221011767520418
"cg14487383",0.144694720088206
"cg00455327",0.178254549624665
"cg10894540",0.148614769566257
"cg19490609",-0.103715358131244
"cg10277044",-0.127222981056677
"cg08107112",0.134607495634468
"cg15576342",0.10320180962413
"cg20303561",0.27102613072862
"cg05568454",0.226221668714285
